"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,44-RhodeIsland,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Rhode Island,11396,20651,365045"
"25,Ma,Massachusetts,3098,5173,102942"
"09,Ct,Connecticut,1109,1831,39403"
"36,NY,New York,1035,1690,38393"
"12,Fl,Florida,803,1505,17948"
"57,FR,Foreign,802,1290,14908"
"06,Ca,California,726,1529,23347"
"34,NJ,New Jersey,418,794,17119"
"51,Va,Virginia,400,983,17096"
"42,Pa,Pennsylvania,302,603,10898"
"23,Me,Maine,234,424,6259"
"48,Tx,Texas,216,453,7110"
"33,NH,New Hampshire,214,402,6457"
"24,Md,Maryland,166,330,5980"
"37,NC,North Carolina,157,340,4441"
"17,Il,Illinois,143,273,4533"
"39,Oh,Ohio,141,245,4633"
"26,Mi,Michigan,114,181,5547"
"13,Ga,Georgia,110,233,3156"
"45,SC,South Carolina,103,243,2727"
"50,Vt,Vermont,94,134,1956"
"53,Wa,Washington,78,151,2202"
"04,Az,Arizona,76,147,2341"
"15,Hi,Hawaii,72,161,2173"
"08,Co,Colorado,71,137,1814"
"18,In,Indiana,58,119,2315"
"22,La,Louisiana,55,130,1680"
"27,Mn,Minnesota,53,90,1363"
"29,Mo,Missouri,49,104,1849"
"47,Tn,Tennessee,40,76,1281"
"55,Wi,Wisconsin,39,69,1240"
"11,DC,District of Columbia,39,54,1629"
"10,De,Delaware,34,69,897"
"20,Ks,Kansas,31,66,1016"
"01,Al,Alabama,30,58,759"
"32,Nv,Nevada,28,42,377"
"41,Or,Oregon,27,54,795"
"28,Ms,Mississippi,25,41,515"
"40,Ok,Oklahoma,23,47,460"
"21,Ky,Kentucky,23,51,784"
"54,WV,West Virginia,22,45,555"
"19,Ia,Iowa,20,38,391"
"31,Ne,Nebraska,20,44,1046"
"02,Ak,Alaska,19,36,715"
"49,Ut,Utah,18,48,489"
"05,Ar,Arkansas,16,32,409"
"35,NM,New Mexico,16,26,238"
"16,Id,Idaho,12,26,505"
"30,Mt,Montana,9,18,179"
"46,SD,South Dakota,5,9,104"
"38,ND,North Dakota,3,7,71"
"44,RI S,tate Non-Migrant,354155,741783,12505708"
