"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,39-Ohio,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Ohio,81917,164435,2478531"
"12,Fl,Florida,7473,14059,168076"
"57,FR,Foreign,6287,10304,127302"
"06,Ca,California,6054,12360,199838"
"26,Mi,Michigan,5645,11021,184068"
"42,Pa,Pennsylvania,4923,9480,156821"
"21,Ky,Kentucky,4699,9071,117120"
"18,In,Indiana,4633,9298,138719"
"48,Tx,Texas,3589,8035,121573"
"17,Il,Illinois,3460,7199,139924"
"36,NY,New York,3170,6085,106756"
"51,Va,Virginia,2875,6187,88651"
"54,WV,West Virginia,2737,5465,57449"
"37,NC,North Carolina,2597,5710,68117"
"13,Ga,Georgia,2131,4556,63226"
"47,Tn,Tennessee,1609,3468,49352"
"24,Md,Maryland,1503,3150,56231"
"34,NJ,New Jersey,1483,2986,76465"
"45,SC,South Carolina,1308,2875,34764"
"04,Az,Arizona,1305,2608,33427"
"29,Mo,Missouri,1132,2430,42432"
"08,Co,Colorado,1124,2362,32380"
"25,Ma,Massachusetts,1093,2095,52142"
"09,Ct,Connecticut,870,1798,55794"
"01,Al,Alabama,784,1751,19814"
"53,Wa,Washington,783,1656,21663"
"55,Wi,Wisconsin,740,1423,28017"
"22,La,Louisiana,678,1502,19753"
"40,Ok,Oklahoma,670,1522,18942"
"20,Ks,Kansas,631,1452,22530"
"27,Mn,Minnesota,600,1165,21678"
"32,Nv,Nevada,463,872,9350"
"19,Ia,Iowa,447,942,14088"
"15,Hi,Hawaii,429,910,10607"
"35,NM,New Mexico,371,849,10427"
"28,Ms,Mississippi,358,805,7824"
"49,Ut,Utah,299,727,9885"
"05,Ar,Arkansas,297,673,7343"
"41,Or,Oregon,288,618,9812"
"31,Ne,Nebraska,281,683,10169"
"02,Ak,Alaska,252,606,7233"
"23,Me,Maine,245,517,6016"
"33,NH,New Hampshire,237,464,8386"
"11,DC,District of Columbia,231,356,6494"
"10,De,Delaware,216,426,8986"
"44,RI,Rhode Island,204,419,7486"
"38,ND,North Dakota,148,326,3854"
"16,Id,Idaho,132,291,4128"
"46,SD,South Dakota,121,282,3750"
"30,Mt,Montana,117,222,2938"
"50,Vt,Vermont,101,165,2852"
"56,Wy,Wyoming,94,209,3879"
"39,Oh S,tate Non-Migrant,4102447,8727797,134055229"
