"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,01-Alabama,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Alabama,47503,106325,1308623"
"13,Ga,Georgia,6574,14353,166510"
"12,Fl,Florida,6440,13881,154216"
"57,FR,Foreign,3350,7631,81179"
"48,Tx,Texas,3107,7479,98292"
"47,Tn,Tennessee,2936,6248,81977"
"28,Ms,Mississippi,2610,5716,63472"
"06,Ca,California,2353,5310,71035"
"22,La,Louisiana,1740,3956,54036"
"37,NC,North Carolina,1515,3392,41530"
"51,Va,Virginia,1451,3517,46705"
"17,Il,Illinois,1271,2793,37267"
"36,NY,New York,1169,2365,31320"
"45,SC,South Carolina,1068,2586,31254"
"39,Oh,Ohio,1060,2277,30652"
"26,Mi,Michigan,1032,2159,24026"
"21,Ky,Kentucky,775,1821,22712"
"18,In,Indiana,692,1491,17070"
"42,Pa,Pennsylvania,672,1495,22105"
"29,Mo,Missouri,576,1330,17370"
"24,Md,Maryland,548,1240,19134"
"08,Co,Colorado,502,1202,16229"
"05,Ar,Arkansas,501,1140,13489"
"40,Ok,Oklahoma,485,1154,12972"
"34,NJ,New Jersey,459,1049,17202"
"53,Wa,Washington,439,981,11509"
"20,Ks,Kansas,389,1041,12517"
"25,Ma,Massachusetts,365,770,12257"
"04,Az,Arizona,355,770,9584"
"15,Hi,Hawaii,337,883,9368"
"55,Wi,Wisconsin,283,619,8561"
"02,Ak,Alaska,236,642,7453"
"09,Ct,Connecticut,208,459,6993"
"35,NM,New Mexico,187,464,6106"
"54,WV,West Virginia,182,426,5611"
"31,Ne,Nebraska,172,450,5753"
"27,Mn,Minnesota,170,337,4709"
"32,Nv,Nevada,159,341,3362"
"19,Ia,Iowa,154,343,4814"
"49,Ut,Utah,119,302,4092"
"23,Me,Maine,110,264,3354"
"41,Or,Oregon,99,208,2473"
"33,NH,New Hampshire,97,182,3058"
"10,De,Delaware,81,162,2433"
"38,ND,North Dakota,76,170,2061"
"11,DC,District of Columbia,73,128,2115"
"44,RI,Rhode Island,64,148,1618"
"30,Mt,Montana,63,166,1674"
"16,Id,Idaho,63,154,1794"
"46,SD,South Dakota,57,157,1902"
"56,Wy,Wyoming,49,115,1037"
"50,Vt,Vermont,30,58,661"
"01,Al S,tate Non-Migrant,1374133,3232884,41638920"
