"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,27-Minnesota,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Minnesota,43975,83989,1347044"
"55,Wi,Wisconsin,5668,9524,144328"
"06,Ca,California,4240,8228,150846"
"17,Il,Illinois,3005,5841,109585"
"38,ND,North Dakota,2935,5348,68179"
"19,Ia,Iowa,2796,5256,72205"
"57,FR,Foreign,2435,3796,55286"
"48,Tx,Texas,2203,5034,62587"
"12,Fl,Florida,1518,2757,45358"
"46,SD,South Dakota,1447,2642,35477"
"26,Mi,Michigan,1250,2435,42172"
"08,Co,Colorado,1186,2345,34618"
"36,NY,New York,1146,2215,48839"
"04,Az,Arizona,1140,2102,29297"
"53,Wa,Washington,958,1918,28924"
"39,Oh,Ohio,841,1717,35939"
"29,Mo,Missouri,782,1638,27905"
"18,In,Indiana,698,1479,24878"
"31,Ne,Nebraska,672,1350,20681"
"51,Va,Virginia,662,1318,22938"
"42,Pa,Pennsylvania,603,1242,25501"
"37,NC,North Carolina,518,1080,14618"
"20,Ks,Kansas,515,1086,17894"
"13,Ga,Georgia,491,1030,16873"
"25,Ma,Massachusetts,469,851,23204"
"30,Mt,Montana,408,845,10128"
"34,NJ,New Jersey,396,797,19238"
"24,Md,Maryland,385,740,15595"
"41,Or,Oregon,370,721,10454"
"32,Nv,Nevada,365,696,8141"
"40,Ok,Oklahoma,350,775,10762"
"47,Tn,Tennessee,317,662,11324"
"09,Ct,Connecticut,286,531,15667"
"02,Ak,Alaska,282,592,7316"
"15,Hi,Hawaii,255,484,6862"
"35,NM,New Mexico,253,510,8078"
"21,Ky,Kentucky,231,484,7013"
"22,La,Louisiana,209,412,5719"
"49,Ut,Utah,201,489,6481"
"05,Ar,Arkansas,169,377,3542"
"01,Al,Alabama,165,334,4545"
"45,SC,South Carolina,157,338,4161"
"16,Id,Idaho,147,321,4290"
"56,Wy,Wyoming,145,282,3206"
"28,Ms,Mississippi,142,331,3102"
"33,NH,New Hampshire,120,243,5175"
"11,DC,District of Columbia,118,179,5739"
"23,Me,Maine,92,166,3091"
"44,RI,Rhode Island,74,148,3868"
"50,Vt,Vermont,62,111,1972"
"10,De,Delaware,57,110,2017"
"54,WV,West Virginia,41,79,1426"
"27,Mn S,tate Non-Migrant,1623682,3659275,60551310"
