"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,51-Virginia,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Virginia,119006,242098,3725497"
"57,FR,Foreign,13116,28326,371020"
"24,Md,Maryland,11894,21570,387624"
"37,NC,North Carolina,7997,16475,206386"
"12,Fl,Florida,7732,16242,214084"
"06,Ca,California,7632,16689,281311"
"36,NY,New York,7259,13700,229893"
"42,Pa,Pennsylvania,5864,10443,167022"
"11,DC,District of Columbia,5526,8965,201749"
"48,Tx,Texas,4682,10295,166971"
"34,NJ,New Jersey,3868,7499,142368"
"39,Oh,Ohio,3072,5961,89276"
"13,Ga,Georgia,3030,6443,93282"
"45,SC,South Carolina,2781,6283,74484"
"47,Tn,Tennessee,2691,5707,71644"
"17,Il,Illinois,2624,5467,94494"
"54,WV,West Virginia,2348,4574,53930"
"25,Ma,Massachusetts,2186,4058,76211"
"26,Mi,Michigan,1939,3671,52853"
"09,Ct,Connecticut,1874,3715,74378"
"01,Al,Alabama,1323,3017,42373"
"08,Co,Colorado,1265,2632,44748"
"22,La,Louisiana,1197,2658,35684"
"29,Mo,Missouri,1134,2409,59737"
"21,Ky,Kentucky,1121,2456,31148"
"53,Wa,Washington,1109,2424,34959"
"18,In,Indiana,1098,2123,29944"
"15,Hi,Hawaii,1021,2810,37148"
"04,Az,Arizona,956,1973,30336"
"31,Ne,Nebraska,807,2304,31866"
"23,Me,Maine,799,1775,20801"
"28,Ms,Mississippi,755,1720,18864"
"40,Ok,Oklahoma,748,1597,20091"
"20,Ks,Kansas,733,1773,27367"
"44,RI,Rhode Island,721,1845,24002"
"55,Wi,Wisconsin,656,1213,19476"
"10,De,Delaware,614,1193,19851"
"27,Mn,Minnesota,596,1080,20945"
"33,NH,New Hampshire,583,1072,19544"
"05,Ar,Arkansas,473,1023,12402"
"35,NM,New Mexico,460,1068,15647"
"02,Ak,Alaska,395,1063,12713"
"19,Ia,Iowa,378,694,10766"
"41,Or,Oregon,358,661,9486"
"49,Ut,Utah,332,760,10107"
"32,Nv,Nevada,323,672,10501"
"50,Vt,Vermont,235,430,5689"
"46,SD,South Dakota,158,397,4649"
"16,Id,Idaho,154,324,4474"
"56,Wy,Wyoming,133,290,3634"
"30,Mt,Montana,131,258,3273"
"38,ND,North Dakota,125,301,4292"
"51,Va S,tate Non-Migrant,2265550,4975432,83943964"
