"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,29-Missouri,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Missouri,61937,127764,1710856"
"20,Ks,Kansas,8303,15963,222688"
"17,Il,Illinois,7348,14003,205175"
"06,Ca,California,5610,12033,164553"
"48,Tx,Texas,4318,9536,127722"
"57,FR,Foreign,3766,6830,63008"
"05,Ar,Arkansas,2377,5255,47430"
"12,Fl,Florida,2376,4679,59664"
"19,Ia,Iowa,2186,4324,56138"
"40,Ok,Oklahoma,2112,4720,53380"
"08,Co,Colorado,1407,2982,38962"
"39,Oh,Ohio,1306,2672,47902"
"18,In,Indiana,1199,2581,39622"
"47,Tn,Tennessee,1181,2485,29933"
"04,Az,Arizona,1180,2480,28825"
"26,Mi,Michigan,1166,2398,34994"
"51,Va,Virginia,1086,2401,38250"
"31,Ne,Nebraska,1080,2214,30989"
"13,Ga,Georgia,1064,2373,33444"
"36,NY,New York,1018,2091,35719"
"37,NC,North Carolina,926,2031,25417"
"53,Wa,Washington,771,1635,19687"
"22,La,Louisiana,768,1761,22866"
"55,Wi,Wisconsin,756,1628,23199"
"42,Pa,Pennsylvania,740,1512,26023"
"27,Mn,Minnesota,706,1482,25299"
"21,Ky,Kentucky,702,1551,19259"
"24,Md,Maryland,523,1053,20426"
"28,Ms,Mississippi,511,1128,10591"
"34,NJ,New Jersey,478,973,22276"
"32,Nv,Nevada,450,944,9444"
"01,Al,Alabama,438,1021,11780"
"45,SC,South Carolina,429,1037,12143"
"25,Ma,Massachusetts,415,797,14578"
"35,NM,New Mexico,367,833,8744"
"15,Hi,Hawaii,357,858,9340"
"41,Or,Oregon,305,645,5474"
"09,Ct,Connecticut,304,592,14132"
"49,Ut,Utah,270,642,6432"
"02,Ak,Alaska,264,662,7861"
"46,SD,South Dakota,198,434,5250"
"56,Wy,Wyoming,177,390,4158"
"30,Mt,Montana,139,298,3061"
"16,Id,Idaho,138,347,3056"
"38,ND,North Dakota,138,298,3667"
"33,NH,New Hampshire,108,196,3167"
"54,WV,West Virginia,107,254,3705"
"23,Me,Maine,100,216,2312"
"11,DC,District of Columbia,79,125,2851"
"10,De,Delaware,75,168,2458"
"44,RI,Rhode Island,60,137,2094"
"50,Vt,Vermont,55,96,1708"
"29,Mo S,tate Non-Migrant,1817806,4099814,60506416"
