"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,54-WestVirginia,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,West Virginia,19287,41006,476512"
"39,Oh,Ohio,2890,6066,62690"
"51,Va,Virginia,2681,5694,68042"
"24,Md,Maryland,2023,4274,55925"
"37,NC,North Carolina,1467,3191,25574"
"42,Pa,Pennsylvania,1428,2817,38942"
"12,Fl,Florida,1320,2584,26096"
"57,FR,Foreign,714,1284,12829"
"21,Ky,Kentucky,673,1587,17711"
"48,Tx,Texas,546,1338,16930"
"06,Ca,California,534,1177,15615"
"45,SC,South Carolina,495,1148,9470"
"13,Ga,Georgia,417,908,9733"
"36,NY,New York,409,844,12720"
"47,Tn,Tennessee,327,757,7363"
"26,Mi,Michigan,321,660,8632"
"18,In,Indiana,277,606,8024"
"34,NJ,New Jersey,277,555,8191"
"17,Il,Illinois,262,581,8331"
"22,La,Louisiana,151,360,4286"
"08,Co,Colorado,140,305,3660"
"04,Az,Arizona,134,282,3427"
"01,Al,Alabama,130,289,3503"
"25,Ma,Massachusetts,121,261,4901"
"09,Ct,Connecticut,119,237,4696"
"29,Mo,Missouri,108,243,3379"
"53,Wa,Washington,106,242,2670"
"10,De,Delaware,100,214,3328"
"40,Ok,Oklahoma,92,204,2776"
"11,DC,District of Columbia,81,117,2249"
"20,Ks,Kansas,75,175,1934"
"15,Hi,Hawaii,73,159,2074"
"28,Ms,Mississippi,65,159,1778"
"35,NM,New Mexico,62,150,1769"
"02,Ak,Alaska,60,135,1653"
"05,Ar,Arkansas,58,147,1465"
"55,Wi,Wisconsin,57,131,1511"
"23,Me,Maine,50,117,1342"
"32,Nv,Nevada,43,95,852"
"33,NH,New Hampshire,41,87,936"
"19,Ia,Iowa,40,93,884"
"41,Or,Oregon,40,83,991"
"27,Mn,Minnesota,38,89,1098"
"30,Mt,Montana,36,80,662"
"31,Ne,Nebraska,35,85,1181"
"49,Ut,Utah,31,78,696"
"38,ND,North Dakota,29,78,779"
"44,RI,Rhode Island,28,70,824"
"56,Wy,Wyoming,27,50,734"
"16,Id,Idaho,22,52,541"
"50,Vt,Vermont,18,40,808"
"46,SD,South Dakota,16,28,307"
"54,WV S,tate Non-Migrant,568702,1314615,16533184"
