"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,16-Idaho,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Idaho,24005,54812,626908"
"06,Ca,California,6032,14469,183116"
"53,Wa,Washington,3574,7508,92200"
"41,Or,Oregon,1909,4191,41948"
"49,Ut,Utah,1493,3917,31785"
"57,FR,Foreign,924,2094,19839"
"32,Nv,Nevada,920,2077,20351"
"04,Az,Arizona,806,1873,17471"
"30,Mt,Montana,796,1676,16285"
"48,Tx,Texas,772,2042,20193"
"08,Co,Colorado,697,1561,20298"
"12,Fl,Florida,610,1251,13801"
"02,Ak,Alaska,425,1012,13410"
"56,Wy,Wyoming,402,884,9490"
"35,NM,New Mexico,272,672,7365"
"26,Mi,Michigan,247,588,6818"
"36,NY,New York,247,485,6743"
"17,Il,Illinois,242,534,7339"
"51,Va,Virginia,221,512,6818"
"27,Mn,Minnesota,202,380,4972"
"37,NC,North Carolina,200,465,4877"
"42,Pa,Pennsylvania,190,393,5000"
"39,Oh,Ohio,177,396,5146"
"20,Ks,Kansas,166,406,4314"
"15,Hi,Hawaii,164,364,4609"
"29,Mo,Missouri,155,339,5550"
"13,Ga,Georgia,149,313,3756"
"55,Wi,Wisconsin,145,279,4115"
"22,La,Louisiana,125,298,3074"
"45,SC,South Carolina,124,291,3321"
"31,Ne,Nebraska,124,313,3184"
"18,In,Indiana,120,265,3047"
"19,Ia,Iowa,115,240,3002"
"38,ND,North Dakota,114,246,2736"
"24,Md,Maryland,109,237,4031"
"40,Ok,Oklahoma,108,250,2222"
"47,Tn,Tennessee,101,228,2529"
"25,Ma,Massachusetts,99,200,3056"
"46,SD,South Dakota,89,204,1865"
"34,NJ,New Jersey,84,180,2778"
"05,Ar,Arkansas,83,202,1934"
"09,Ct,Connecticut,78,152,2276"
"21,Ky,Kentucky,78,184,1974"
"01,Al,Alabama,75,199,2111"
"28,Ms,Mississippi,63,132,1287"
"23,Me,Maine,42,85,967"
"33,NH,New Hampshire,36,56,801"
"54,WV,West Virginia,24,46,1167"
"44,RI,Rhode Island,22,33,369"
"50,Vt,Vermont,21,29,463"
"11,DC,District of Columbia,17,29,573"
"10,De,Delaware,17,32,532"
"16,Id S,tate Non-Migrant,340027,858690,10507719"
