"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,47-Tennessee,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Tennessee,72268,154710,2039372"
"12,Fl,Florida,6355,13168,157482"
"13,Ga,Georgia,5667,11833,152545"
"21,Ky,Kentucky,4718,10259,109744"
"48,Tx,Texas,4088,9276,138554"
"06,Ca,California,4040,8852,126609"
"28,Ms,Mississippi,3731,7765,85726"
"57,FR,Foreign,3573,7429,70492"
"51,Va,Virginia,3339,6898,90381"
"37,NC,North Carolina,3194,7066,92612"
"01,Al,Alabama,3155,6848,93248"
"17,Il,Illinois,3077,6770,100552"
"26,Mi,Michigan,2921,6345,89028"
"39,Oh,Ohio,2862,5986,89406"
"18,In,Indiana,1903,4057,46569"
"05,Ar,Arkansas,1893,3869,48712"
"36,NY,New York,1608,3302,52390"
"45,SC,South Carolina,1577,3519,43669"
"29,Mo,Missouri,1382,2899,37946"
"22,La,Louisiana,1372,2998,38669"
"42,Pa,Pennsylvania,1245,2574,41177"
"24,Md,Maryland,945,1973,30273"
"34,NJ,New Jersey,809,1713,34618"
"40,Ok,Oklahoma,767,1673,19308"
"08,Co,Colorado,698,1459,20001"
"04,Az,Arizona,658,1458,20663"
"55,Wi,Wisconsin,595,1239,19418"
"53,Wa,Washington,559,1279,15072"
"25,Ma,Massachusetts,527,1018,17325"
"20,Ks,Kansas,523,1230,16893"
"54,WV,West Virginia,453,941,11788"
"27,Mn,Minnesota,414,882,15526"
"15,Hi,Hawaii,408,1090,10976"
"09,Ct,Connecticut,393,856,19622"
"19,Ia,Iowa,371,791,12939"
"32,Nv,Nevada,264,541,7042"
"02,Ak,Alaska,251,692,7612"
"35,NM,New Mexico,234,541,6632"
"41,Or,Oregon,218,478,8049"
"31,Ne,Nebraska,194,438,5579"
"23,Me,Maine,158,332,3529"
"49,Ut,Utah,156,351,4184"
"33,NH,New Hampshire,137,291,4279"
"10,De,Delaware,134,296,4874"
"16,Id,Idaho,101,263,2707"
"11,DC,District of Columbia,97,142,2857"
"44,RI,Rhode Island,90,192,2665"
"38,ND,North Dakota,88,194,1906"
"30,Mt,Montana,86,186,2183"
"46,SD,South Dakota,86,164,1949"
"50,Vt,Vermont,82,145,1677"
"56,Wy,Wyoming,72,149,1715"
"47,Tn S,tate Non-Migrant,1759365,3967491,55205502"
