"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,05-Arkansas,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Arkansas,34591,77466,880801"
"48,Tx,Texas,5678,13119,150428"
"06,Ca,California,3431,7650,81958"
"40,Ok,Oklahoma,2791,6359,61979"
"29,Mo,Missouri,2588,5812,59381"
"47,Tn,Tennessee,1769,3867,43313"
"22,La,Louisiana,1686,3924,44903"
"17,Il,Illinois,1627,3433,45046"
"57,FR,Foreign,1525,2852,29900"
"12,Fl,Florida,1366,2954,29142"
"28,Ms,Mississippi,1008,2426,25981"
"20,Ks,Kansas,950,2080,23907"
"26,Mi,Michigan,647,1413,15197"
"13,Ga,Georgia,631,1464,17637"
"37,NC,North Carolina,591,1413,15148"
"08,Co,Colorado,539,1270,16208"
"04,Az,Arizona,531,1239,12726"
"18,In,Indiana,511,1162,12566"
"51,Va,Virginia,472,1061,13287"
"55,Wi,Wisconsin,467,979,14177"
"19,Ia,Iowa,453,959,13101"
"01,Al,Alabama,435,1022,12256"
"39,Oh,Ohio,433,946,13811"
"53,Wa,Washington,382,891,8750"
"36,NY,New York,370,808,11066"
"21,Ky,Kentucky,339,771,11226"
"42,Pa,Pennsylvania,288,604,9769"
"45,SC,South Carolina,280,725,7657"
"27,Mn,Minnesota,246,497,7206"
"31,Ne,Nebraska,240,591,7745"
"35,NM,New Mexico,238,565,5248"
"32,Nv,Nevada,223,474,4417"
"24,Md,Maryland,205,473,6511"
"41,Or,Oregon,204,458,4479"
"34,NJ,New Jersey,184,394,6568"
"02,Ak,Alaska,160,342,4639"
"15,Hi,Hawaii,154,360,4436"
"25,Ma,Massachusetts,118,234,3818"
"09,Ct,Connecticut,107,215,5212"
"56,Wy,Wyoming,104,223,2454"
"49,Ut,Utah,93,260,2714"
"16,Id,Idaho,83,186,1460"
"46,SD,South Dakota,76,174,2901"
"54,WV,West Virginia,64,131,1785"
"23,Me,Maine,53,113,1039"
"30,Mt,Montana,53,137,1493"
"38,ND,North Dakota,52,139,1641"
"10,De,Delaware,42,93,1170"
"33,NH,New Hampshire,32,73,1096"
"11,DC,District of Columbia,29,49,961"
"44,RI,Rhode Island,28,58,943"
"50,Vt,Vermont,15,24,345"
"05,Ar S,tate Non-Migrant,781732,1831316,21724168"
