"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,17-Illinois,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Illinois,96732,184579,3033789"
"06,Ca,California,9934,20606,330407"
"57,FR,Foreign,7426,11832,138800"
"18,In,Indiana,6563,12103,189208"
"29,Mo,Missouri,5933,11576,174891"
"55,Wi,Wisconsin,5775,10147,166399"
"12,Fl,Florida,5670,10447,156485"
"48,Tx,Texas,5287,11736,177743"
"26,Mi,Michigan,5017,8474,160313"
"19,Ia,Iowa,3846,7044,105968"
"39,Oh,Ohio,3787,6906,147146"
"36,NY,New York,3031,5287,165243"
"51,Va,Virginia,2075,4382,71504"
"27,Mn,Minnesota,2052,3716,76474"
"04,Az,Arizona,2050,3867,51445"
"13,Ga,Georgia,1961,4018,62305"
"42,Pa,Pennsylvania,1943,3681,80204"
"37,NC,North Carolina,1794,3589,49373"
"08,Co,Colorado,1765,3276,50654"
"47,Tn,Tennessee,1607,3304,41888"
"34,NJ,New Jersey,1565,3119,84968"
"21,Ky,Kentucky,1372,2743,35678"
"25,Ma,Massachusetts,1357,2261,56890"
"20,Ks,Kansas,1103,2190,36983"
"53,Wa,Washington,1086,2268,31069"
"24,Md,Maryland,1081,2068,45984"
"09,Ct,Connecticut,935,1828,60942"
"40,Ok,Oklahoma,899,1883,24882"
"22,La,Louisiana,847,1803,22823"
"05,Ar,Arkansas,844,1724,16740"
"31,Ne,Nebraska,819,1825,26744"
"32,Nv,Nevada,816,1548,20461"
"28,Ms,Mississippi,812,1775,12205"
"45,SC,South Carolina,775,1674,21539"
"01,Al,Alabama,716,1472,18056"
"15,Hi,Hawaii,563,1175,14479"
"35,NM,New Mexico,409,847,9902"
"41,Or,Oregon,395,734,9844"
"11,DC,District of Columbia,312,409,11043"
"49,Ut,Utah,311,672,10023"
"46,SD,South Dakota,251,501,6843"
"38,ND,North Dakota,236,502,5920"
"02,Ak,Alaska,221,502,6132"
"54,WV,West Virginia,209,420,6353"
"33,NH,New Hampshire,204,408,7700"
"23,Me,Maine,188,353,4957"
"16,Id,Idaho,173,387,4143"
"56,Wy,Wyoming,165,375,4179"
"10,De,Delaware,160,353,8910"
"44,RI,Rhode Island,159,312,4312"
"30,Mt,Montana,136,277,3690"
"50,Vt,Vermont,97,180,2945"
"17,Il S,tate Non-Migrant,4171526,9313163,161625489"
