"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,09-Connecticut,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Connecticut,33195,60452,1681451"
"36,NY,New York,8148,15032,575510"
"25,Ma,Massachusetts,4234,6781,167919"
"12,Fl,Florida,2494,4406,74089"
"06,Ca,California,1995,3697,119984"
"57,FR,Foreign,1888,3019,80315"
"34,NJ,New Jersey,1789,3392,118156"
"42,Pa,Pennsylvania,1197,2233,58789"
"44,RI,Rhode Island,956,1696,29002"
"51,Va,Virginia,913,1847,39246"
"48,Tx,Texas,816,1643,46786"
"17,Il,Illinois,703,1481,52324"
"37,NC,North Carolina,604,1143,18970"
"39,Oh,Ohio,595,1145,37734"
"33,NH,New Hampshire,580,966,17605"
"24,Md,Maryland,522,1028,24814"
"13,Ga,Georgia,496,1013,22617"
"23,Me,Maine,494,873,11702"
"45,SC,South Carolina,391,889,9786"
"26,Mi,Michigan,372,689,15921"
"50,Vt,Vermont,341,561,9205"
"08,Co,Colorado,294,500,11639"
"53,Wa,Washington,287,596,11445"
"04,Az,Arizona,259,492,9192"
"18,In,Indiana,213,440,14369"
"47,Tn,Tennessee,194,407,8591"
"29,Mo,Missouri,193,378,8942"
"27,Mn,Minnesota,176,333,12787"
"55,Wi,Wisconsin,170,297,6464"
"11,DC,District of Columbia,148,201,6500"
"22,La,Louisiana,141,280,4757"
"01,Al,Alabama,130,248,3683"
"20,Ks,Kansas,128,278,6750"
"41,Or,Oregon,125,199,6374"
"21,Ky,Kentucky,120,233,5677"
"15,Hi,Hawaii,110,216,3264"
"40,Ok,Oklahoma,102,222,3370"
"19,Ia,Iowa,100,152,2731"
"32,Nv,Nevada,100,196,2663"
"10,De,Delaware,91,172,4049"
"35,NM,New Mexico,74,130,1961"
"49,Ut,Utah,72,161,2555"
"05,Ar,Arkansas,72,111,1605"
"28,Ms,Mississippi,60,133,3399"
"54,WV,West Virginia,59,122,2415"
"31,Ne,Nebraska,56,97,1673"
"16,Id,Idaho,52,97,1216"
"02,Ak,Alaska,37,51,836"
"30,Mt,Montana,31,47,364"
"46,SD,South Dakota,30,45,472"
"38,ND,North Dakota,25,48,784"
"56,Wy,Wyoming,18,36,450"
"09,Ct S,tate Non-Migrant,1233330,2574811,58081271"
