"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,06-California,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,California,205155,372838,5601655"
"57,FR,Foreign,30686,52872,579116"
"48,Tx,Texas,14593,29367,425415"
"36,NY,New York,11678,18194,418644"
"04,Az,Arizona,10243,20063,255757"
"53,Wa,Washington,10049,20114,258178"
"12,Fl,Florida,8956,16447,243269"
"17,Il,Illinois,8713,15617,302758"
"32,Nv,Nevada,7222,13466,173252"
"41,Or,Oregon,6541,12336,140359"
"08,Co,Colorado,5833,10420,163625"
"25,Ma,Massachusetts,5603,8196,191937"
"51,Va,Virginia,5578,11244,189874"
"15,Hi,Hawaii,5430,10736,137811"
"26,Mi,Michigan,4893,8231,139913"
"34,NJ,New Jersey,4803,8276,211993"
"42,Pa,Pennsylvania,4782,7847,149837"
"39,Oh,Ohio,4542,7633,138970"
"37,NC,North Carolina,3601,7357,90660"
"24,Md,Maryland,3393,6181,121798"
"13,Ga,Georgia,3289,6289,102591"
"29,Mo,Missouri,2836,5075,77046"
"09,Ct,Connecticut,2753,4433,121366"
"49,Ut,Utah,2632,5414,64866"
"27,Mn,Minnesota,2509,3938,74535"
"22,La,Louisiana,2442,4836,56759"
"40,Ok,Oklahoma,2326,4488,53130"
"35,NM,New Mexico,2304,4306,53726"
"18,In,Indiana,2288,3871,61092"
"47,Tn,Tennessee,2188,4075,52179"
"55,Wi,Wisconsin,2171,3393,54135"
"20,Ks,Kansas,1747,3379,48951"
"16,Id,Idaho,1558,3341,30988"
"02,Ak,Alaska,1525,3209,43777"
"45,SC,South Carolina,1476,3116,39409"
"19,Ia,Iowa,1390,2282,28687"
"01,Al,Alabama,1257,2462,31991"
"05,Ar,Arkansas,1169,2326,22260"
"21,Ky,Kentucky,1165,2138,29895"
"31,Ne,Nebraska,1106,2135,24160"
"28,Ms,Mississippi,1015,2127,20978"
"11,DC,District of Columbia,1002,1381,34434"
"30,Mt,Montana,917,1657,18825"
"33,NH,New Hampshire,913,1370,23925"
"23,Me,Maine,775,1359,16571"
"44,RI,Rhode Island,695,1222,20219"
"56,Wy,Wyoming,593,1098,13246"
"46,SD,South Dakota,488,937,10327"
"38,ND,North Dakota,429,843,10796"
"50,Vt,Vermont,366,518,8305"
"54,WV,West Virginia,358,628,7423"
"10,De,Delaware,334,595,11897"
"06,Ca S,tate Non-Migrant,10211198,23236233,387309800"
