"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,57-ForeignOverseas,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Foreign,134582,277871,3575817"
"06,Ca,California,17823,34814,480647"
"48,Tx,Texas,11045,25130,295197"
"12,Fl,Florida,9426,18862,211797"
"51,Va,Virginia,8077,17322,246433"
"36,NY,New York,8000,15239,295282"
"13,Ga,Georgia,5326,12502,120927"
"37,NC,North Carolina,5302,11897,113998"
"53,Wa,Washington,4100,8495,104019"
"17,Il,Illinois,4071,7402,108364"
"24,Md,Maryland,3479,7762,110164"
"34,NJ,New Jersey,3452,7542,128179"
"42,Pa,Pennsylvania,3361,6117,102858"
"39,Oh,Ohio,2978,5396,77634"
"08,Co,Colorado,2837,6233,71120"
"26,Mi,Michigan,2801,5176,76919"
"25,Ma,Massachusetts,2788,5223,86000"
"45,SC,South Carolina,2698,5844,58452"
"04,Az,Arizona,2211,4843,54558"
"40,Ok,Oklahoma,2174,4975,49665"
"22,La,Louisiana,2164,4655,37675"
"01,Al,Alabama,2138,4786,50137"
"21,Ky,Kentucky,2097,5018,41998"
"20,Ks,Kansas,1953,4908,50300"
"29,Mo,Missouri,1912,4078,44954"
"47,Tn,Tennessee,1750,3475,36042"
"09,Ct,Connecticut,1700,3241,75101"
"15,Hi,Hawaii,1665,3138,42285"
"18,In,Indiana,1481,2732,31151"
"35,NM,New Mexico,1274,2908,27880"
"28,Ms,Mississippi,1244,2561,24327"
"27,Mn,Minnesota,1082,1886,30837"
"55,Wi,Wisconsin,1076,1824,23042"
"41,Or,Oregon,1005,1727,21835"
"11,DC,District of Columbia,992,1837,42306"
"05,Ar,Arkansas,903,1800,17285"
"31,Ne,Nebraska,801,1700,18335"
"32,Nv,Nevada,798,1615,18397"
"23,Me,Maine,717,1383,15173"
"19,Ia,Iowa,678,1215,13017"
"49,Ut,Utah,651,1551,16023"
"38,ND,North Dakota,605,1307,12222"
"16,Id,Idaho,484,872,8955"
"33,NH,New Hampshire,455,811,12007"
"02,Ak,Alaska,439,850,12733"
"44,RI,Rhode Island,435,940,13074"
"46,SD,South Dakota,434,896,10365"
"30,Mt,Montana,427,865,7479"
"54,WV,West Virginia,394,688,6821"
"10,De,Delaware,378,836,10682"
"56,Wy,Wyoming,314,681,6629"
"50,Vt,Vermont,187,313,4537"
"57,FR S,tate Non-Migrant,398356,868049,13016449"
