"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,48-Texas,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Texas,194391,427891,5954852"
"06,Ca,California,25539,58639,808610"
"57,FR,Foreign,19937,41741,517859"
"22,La,Louisiana,12847,29716,379643"
"12,Fl,Florida,11556,26126,303694"
"40,Ok,Oklahoma,10540,23016,329292"
"17,Il,Illinois,6749,14967,236538"
"35,NM,New Mexico,5968,14169,140354"
"08,Co,Colorado,5854,12895,185989"
"36,NY,New York,5333,10617,186327"
"13,Ga,Georgia,5100,11686,162120"
"51,Va,Virginia,5070,11267,173260"
"05,Ar,Arkansas,4751,10220,106491"
"04,Az,Arizona,4599,9864,126184"
"29,Mo,Missouri,4520,9598,208455"
"37,NC,North Carolina,4293,9741,112067"
"39,Oh,Ohio,4223,8396,139638"
"26,Mi,Michigan,4161,8825,124018"
"20,Ks,Kansas,3978,8965,133796"
"53,Wa,Washington,3371,7728,94646"
"47,Tn,Tennessee,3365,7358,100940"
"42,Pa,Pennsylvania,3055,6221,114981"
"01,Al,Alabama,2717,6181,79247"
"18,In,Indiana,2708,5632,74831"
"24,Md,Maryland,2514,5566,99786"
"34,NJ,New Jersey,2461,5395,118479"
"28,Ms,Mississippi,2358,5179,57530"
"45,SC,South Carolina,2138,5015,57534"
"25,Ma,Massachusetts,2052,3872,77637"
"21,Ky,Kentucky,2013,4593,55369"
"27,Mn,Minnesota,1986,4090,62294"
"15,Hi,Hawaii,1805,4321,51612"
"55,Wi,Wisconsin,1764,3380,46134"
"19,Ia,Iowa,1740,3586,51694"
"32,Nv,Nevada,1670,3560,39314"
"31,Ne,Nebraska,1433,3180,44214"
"09,Ct,Connecticut,1385,2732,83871"
"41,Or,Oregon,1251,2707,30832"
"49,Ut,Utah,1139,2873,35474"
"02,Ak,Alaska,1087,2749,43328"
"56,Wy,Wyoming,641,1545,20879"
"16,Id,Idaho,589,1489,11891"
"54,WV,West Virginia,499,1017,14248"
"23,Me,Maine,474,999,11708"
"46,SD,South Dakota,467,997,11215"
"11,DC,District of Columbia,454,743,17160"
"38,ND,North Dakota,448,1015,12114"
"30,Mt,Montana,441,948,10429"
"33,NH,New Hampshire,439,845,16074"
"10,De,Delaware,392,895,18829"
"44,RI,Rhode Island,319,671,9155"
"50,Vt,Vermont,198,361,7068"
"48,Tx S,tate Non-Migrant,5743026,13797341,190014563"
