"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,34-NewJersey,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,New Jersey,74088,141858,3109968"
"36,NY,New York,25498,50940,1265341"
"42,Pa,Pennsylvania,11775,21469,426713"
"12,Fl,Florida,5055,9028,126083"
"57,FR,Foreign,4738,7842,143012"
"06,Ca,California,3929,7797,173722"
"51,Va,Virginia,1998,3910,72858"
"25,Ma,Massachusetts,1935,3351,84843"
"09,Ct,Connecticut,1725,3180,97002"
"48,Tx,Texas,1622,3473,82699"
"24,Md,Maryland,1589,2931,65023"
"17,Il,Illinois,1416,3095,96586"
"37,NC,North Carolina,1390,2724,41918"
"39,Oh,Ohio,1076,2123,51467"
"13,Ga,Georgia,1020,2078,45844"
"26,Mi,Michigan,719,1381,30218"
"10,De,Delaware,695,1325,25729"
"45,SC,South Carolina,649,1252,15855"
"08,Co,Colorado,507,949,20144"
"04,Az,Arizona,451,875,15474"
"53,Wa,Washington,422,831,12642"
"18,In,Indiana,401,797,24364"
"47,Tn,Tennessee,358,689,13598"
"22,La,Louisiana,348,715,12770"
"29,Mo,Missouri,340,687,15806"
"33,NH,New Hampshire,332,636,14778"
"44,RI,Rhode Island,298,541,10007"
"11,DC,District of Columbia,290,399,9875"
"27,Mn,Minnesota,285,539,14029"
"01,Al,Alabama,256,517,8418"
"55,Wi,Wisconsin,256,497,11949"
"32,Nv,Nevada,234,394,4808"
"21,Ky,Kentucky,231,498,9031"
"23,Me,Maine,219,407,5702"
"40,Ok,Oklahoma,214,494,7166"
"15,Hi,Hawaii,209,394,5087"
"50,Vt,Vermont,191,305,4337"
"20,Ks,Kansas,187,393,7998"
"41,Or,Oregon,140,266,5202"
"19,Ia,Iowa,135,230,4322"
"54,WV,West Virginia,134,283,3841"
"28,Ms,Mississippi,117,241,3126"
"35,NM,New Mexico,105,220,3439"
"02,Ak,Alaska,101,224,2599"
"05,Ar,Arkansas,101,197,2491"
"49,Ut,Utah,97,179,3761"
"31,Ne,Nebraska,91,175,3322"
"30,Mt,Montana,53,84,1061"
"38,ND,North Dakota,51,99,1202"
"56,Wy,Wyoming,38,70,900"
"16,Id,Idaho,37,82,1340"
"46,SD,South Dakota,30,52,466"
"34,NJ S,tate Non-Migrant,2912810,6269946,130833999"
