"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,29-Missouri,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,57093,,117306,"
"20,Ks,Kansas,7954,13.93,15027,12.81"
"17,Il,Illinois,6959,12.19,13190,11.24"
"06,Ca,California,4492,7.87,9386,8"
"48,Tx,Texas,3978,6.97,8775,7.48"
"57,FR,Foreign,3192,5.59,6703,5.71"
"12,Fl,Florida,2383,4.17,4634,3.95"
"05,Ar,Arkansas,2287,4.01,5065,4.32"
"19,Ia,Iowa,2026,3.55,4030,3.44"
"40,Ok,Oklahoma,1961,3.43,4259,3.63"
"08,Co,Colorado,1268,2.22,2537,2.16"
"47,Tn,Tennessee,1147,2.01,2456,2.09"
"18,In,Indiana,1147,2.01,2411,2.06"
"04,Az,Arizona,1097,1.92,2310,1.97"
"39,Oh,Ohio,1088,1.91,2259,1.93"
"26,Mi,Michigan,1074,1.88,2203,1.88"
"31,Ne,Nebraska,1050,1.84,2173,1.85"
"51,Va,Virginia,1020,1.79,2208,1.88"
"36,Ny,New York,966,1.69,1904,1.62"
"13,Ga,Georgia,951,1.67,2095,1.79"
"37,Nc,North Carolina,787,1.38,1722,1.47"
"42,Pa,Pennsylvania,709,1.24,1476,1.26"
"21,Ky,Kentucky,697,1.22,1523,1.3"
"55,Wi,Wisconsin,683,1.2,1443,1.23"
"27,Mn,Minnesota,676,1.18,1406,1.2"
"22,La,Louisiana,672,1.18,1489,1.27"
"53,Wa,Washington,653,1.14,1387,1.18"
"24,Md,Maryland,539,0.94,1122,0.96"
"34,Nj,New Jersey,491,0.86,1041,0.89"
"01,Al,Alabama,476,0.83,1063,0.91"
"28,Ms,Mississippi,469,0.82,1089,0.93"
"32,Nv,Nevada,435,0.76,818,0.7"
"45,Sc,South Carolina,423,0.74,909,0.77"
"25,Ma,Massachusetts,420,0.74,823,0.7"
"35,Nm,New Mexico,351,0.61,774,0.66"
"09,Ct,Connecticut,302,0.53,634,0.54"
"41,Or,Oregon,299,0.52,615,0.52"
"15,Hi,Hawaii,286,0.5,661,0.56"
"49,Ut,Utah,202,0.35,484,0.41"
"02,Ak,Alaska,183,0.32,442,0.38"
"46,Sd,South Dakota,182,0.32,380,0.32"
"56,Wy,Wyoming,172,0.3,399,0.34"
"16,Id,Idaho,145,0.25,330,0.28"
"30,Mt,Montana,131,0.23,303,0.26"
"33,Nh,New Hampshire,123,0.22,246,0.21"
"38,Nd,North Dakota,120,0.21,253,0.22"
"11,Dc,District of Columbia,92,0.16,127,0.11"
"54,Wv,West Virginia,86,0.15,189,0.16"
"23,Me,Maine,84,0.15,179,0.15"
"10,De,Delaware,64,0.11,148,0.13"
"44,Ri,Rhode Island,61,0.11,121,0.1"
"50,Vt,Vermont,40,0.07,85,0.07"
"29,,State Non-Migrant,1826371,,4105540,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
