"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,12-Florida,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,241395,,467487,"
"36,Ny,New York,33506,13.88,63974,13.68"
"34,Nj,New Jersey,14821,6.14,28383,6.07"
"57,FR,Foreign,14791,6.13,30913,6.61"
"13,Ga,Georgia,13160,5.45,26205,5.61"
"06,Ca,California,12116,5.02,24326,5.2"
"42,Pa,Pennsylvania,10783,4.47,19778,4.23"
"39,Oh,Ohio,10644,4.41,19365,4.14"
"48,Tx,Texas,10437,4.32,22474,4.81"
"25,Ma,Massachusetts,9971,4.13,17658,3.78"
"17,Il,Illinois,9135,3.78,17165,3.67"
"26,Mi,Michigan,8964,3.71,16119,3.45"
"51,Va,Virginia,8854,3.67,18355,3.93"
"09,Ct,Connecticut,7582,3.14,13726,2.94"
"37,Nc,North Carolina,7327,3.04,14527,3.11"
"24,Md,Maryland,5934,2.46,11368,2.43"
"18,In,Indiana,5628,2.33,10427,2.23"
"01,Al,Alabama,5582,2.31,11458,2.45"
"47,Tn,Tennessee,4724,1.96,9349,2"
"45,Sc,South Carolina,4293,1.78,8983,1.92"
"21,Ky,Kentucky,3112,1.29,6044,1.29"
"22,La,Louisiana,3003,1.24,6255,1.34"
"29,Mo,Missouri,2860,1.18,5275,1.13"
"55,Wi,Wisconsin,2598,1.08,4578,0.98"
"08,Co,Colorado,2433,1.01,4705,1.01"
"33,Nh,New Hampshire,2342,0.97,4185,0.9"
"23,Me,Maine,2256,0.93,4143,0.89"
"28,Ms,Mississippi,2008,0.83,4126,0.88"
"44,Ri,Rhode Island,1954,0.81,3738,0.8"
"04,Az,Arizona,1921,0.8,3864,0.83"
"53,Wa,Washington,1769,0.73,3524,0.75"
"27,Mn,Minnesota,1735,0.72,2965,0.63"
"40,Ok,Oklahoma,1440,0.6,3051,0.65"
"54,Wv,West Virginia,1405,0.58,2575,0.55"
"15,Hi,Hawaii,1196,0.5,2473,0.53"
"05,Ar,Arkansas,1172,0.49,2323,0.5"
"32,Nv,Nevada,1149,0.48,2191,0.47"
"20,Ks,Kansas,1131,0.47,2306,0.49"
"19,Ia,Iowa,1064,0.44,1821,0.39"
"35,Nm,New Mexico,877,0.36,1841,0.39"
"50,Vt,Vermont,816,0.34,1332,0.28"
"10,De,Delaware,792,0.33,1528,0.33"
"41,Or,Oregon,717,0.3,1330,0.28"
"31,Ne,Nebraska,656,0.27,1282,0.27"
"02,Ak,Alaska,622,0.26,1311,0.28"
"11,Dc,District of Columbia,590,0.24,945,0.2"
"49,Ut,Utah,396,0.16,894,0.19"
"16,Id,Idaho,283,0.12,674,0.14"
"30,Mt,Montana,237,0.1,420,0.09"
"46,Sd,South Dakota,231,0.1,461,0.1"
"38,Nd,North Dakota,194,0.08,416,0.09"
"56,Wy,Wyoming,184,0.08,358,0.08"
"12,,State Non-Migrant,4767082,,9964493,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
