"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,53-Washington,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,92283,,185242,"
"06,Ca,California,22110,23.96,46598,25.16"
"41,Or,Oregon,10293,11.15,19876,10.73"
"57,FR,Foreign,8092,8.77,17358,9.37"
"48,Tx,Texas,4245,4.6,9168,4.95"
"16,Id,Idaho,3459,3.75,6874,3.71"
"04,Az,Arizona,2970,3.22,5882,3.18"
"02,Ak,Alaska,2512,2.72,4904,2.65"
"12,Fl,Florida,2308,2.5,4498,2.43"
"08,Co,Colorado,2273,2.46,4381,2.37"
"30,Mt,Montana,2146,2.33,3922,2.12"
"36,Ny,New York,2058,2.23,3577,1.93"
"15,Hi,Hawaii,1860,2.02,3953,2.13"
"17,Il,Illinois,1826,1.98,3466,1.87"
"32,Nv,Nevada,1487,1.61,2862,1.55"
"51,Va,Virginia,1375,1.49,2877,1.55"
"49,Ut,Utah,1354,1.47,3212,1.73"
"25,Ma,Massachusetts,1344,1.46,2079,1.12"
"26,Mi,Michigan,1302,1.41,2311,1.25"
"27,Mn,Minnesota,1239,1.34,2165,1.17"
"39,Oh,Ohio,1170,1.27,2144,1.16"
"42,Pa,Pennsylvania,1140,1.24,2108,1.14"
"29,Mo,Missouri,979,1.06,1929,1.04"
"09,Ct,Connecticut,911,0.99,1791,0.97"
"37,Nc,North Carolina,909,0.99,1894,1.02"
"13,Ga,Georgia,883,0.96,1870,1.01"
"24,Md,Maryland,841,0.91,1660,0.9"
"34,Nj,New Jersey,821,0.89,1495,0.81"
"55,Wi,Wisconsin,813,0.88,1468,0.79"
"20,Ks,Kansas,765,0.83,1699,0.92"
"35,Nm,New Mexico,706,0.77,1359,0.73"
"40,Ok,Oklahoma,686,0.74,1425,0.77"
"22,La,Louisiana,681,0.74,1396,0.75"
"47,Tn,Tennessee,649,0.7,1312,0.71"
"18,In,Indiana,634,0.69,1109,0.6"
"19,Ia,Iowa,507,0.55,920,0.5"
"56,Wy,Wyoming,486,0.53,930,0.5"
"01,Al,Alabama,462,0.5,1024,0.55"
"45,Sc,South Carolina,456,0.49,1048,0.57"
"31,Ne,Nebraska,440,0.48,899,0.49"
"38,Nd,North Dakota,400,0.43,672,0.36"
"05,Ar,Arkansas,363,0.39,790,0.43"
"21,Ky,Kentucky,327,0.35,681,0.37"
"33,Nh,New Hampshire,315,0.34,548,0.3"
"23,Me,Maine,307,0.33,589,0.32"
"46,Sd,South Dakota,296,0.32,539,0.29"
"28,Ms,Mississippi,289,0.31,596,0.32"
"11,Dc,District of Columbia,208,0.23,312,0.17"
"44,Ri,Rhode Island,191,0.21,355,0.19"
"50,Vt,Vermont,176,0.19,256,0.14"
"54,Wv,West Virginia,136,0.15,289,0.16"
"10,De,Delaware,83,0.09,172,0.09"
"53,,State Non-Migrant,1807282,,3957459,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
