"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,27-Minnesota,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,40925,,77062,"
"55,Wi,Wisconsin,5374,13.13,9061,11.76"
"06,Ca,California,3512,8.58,6562,8.52"
"38,Nd,North Dakota,2908,7.11,5401,7.01"
"17,Il,Illinois,2684,6.56,5169,6.71"
"19,Ia,Iowa,2511,6.14,4600,5.97"
"57,FR,Foreign,2150,5.25,3507,4.55"
"48,Tx,Texas,2084,5.09,4645,6.03"
"12,Fl,Florida,1472,3.6,2669,3.46"
"46,Sd,South Dakota,1386,3.39,2542,3.3"
"26,Mi,Michigan,1189,2.91,2242,2.91"
"04,Az,Arizona,1165,2.85,2220,2.88"
"08,Co,Colorado,1113,2.72,2165,2.81"
"36,Ny,New York,997,2.44,1727,2.24"
"53,Wa,Washington,875,2.14,1731,2.25"
"39,Oh,Ohio,842,2.06,1609,2.09"
"29,Mo,Missouri,802,1.96,1647,2.14"
"18,In,Indiana,635,1.55,1339,1.74"
"51,Va,Virginia,614,1.5,1186,1.54"
"31,Ne,Nebraska,594,1.45,1215,1.58"
"42,Pa,Pennsylvania,564,1.38,1124,1.46"
"25,Ma,Massachusetts,543,1.33,918,1.19"
"20,Ks,Kansas,479,1.17,1013,1.31"
"37,Nc,North Carolina,438,1.07,901,1.17"
"13,Ga,Georgia,437,1.07,904,1.17"
"34,Nj,New Jersey,426,1.04,835,1.08"
"32,Nv,Nevada,358,0.87,639,0.83"
"24,Md,Maryland,351,0.86,705,0.91"
"30,Mt,Montana,347,0.85,673,0.87"
"41,Or,Oregon,343,0.84,659,0.86"
"09,Ct,Connecticut,325,0.79,577,0.75"
"47,Tn,Tennessee,317,0.77,676,0.88"
"40,Ok,Oklahoma,317,0.77,721,0.94"
"02,Ak,Alaska,284,0.69,559,0.73"
"22,La,Louisiana,215,0.53,429,0.56"
"35,Nm,New Mexico,207,0.51,435,0.56"
"15,Hi,Hawaii,202,0.49,350,0.45"
"21,Ky,Kentucky,185,0.45,390,0.51"
"45,Sc,South Carolina,182,0.44,370,0.48"
"49,Ut,Utah,178,0.43,404,0.52"
"05,Ar,Arkansas,175,0.43,357,0.46"
"28,Ms,Mississippi,174,0.43,389,0.5"
"56,Wy,Wyoming,156,0.38,305,0.4"
"16,Id,Idaho,133,0.32,258,0.33"
"01,Al,Alabama,130,0.32,265,0.34"
"33,Nh,New Hampshire,129,0.32,271,0.35"
"11,Dc,District of Columbia,116,0.28,155,0.2"
"23,Me,Maine,95,0.23,158,0.21"
"44,Ri,Rhode Island,83,0.2,146,0.19"
"10,De,Delaware,52,0.13,97,0.13"
"50,Vt,Vermont,46,0.11,81,0.11"
"54,Wv,West Virginia,31,0.08,61,0.08"
"27,,State Non-Migrant,1615141,,3635093,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
