"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,18-Indiana,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,55953,,115994,"
"17,Il,Illinois,8337,14.9,17529,15.11"
"39,Oh,Ohio,5545,9.91,11519,9.93"
"12,Fl,Florida,4557,8.14,8701,7.5"
"26,Mi,Michigan,4462,7.97,8915,7.69"
"21,Ky,Kentucky,4012,7.17,8408,7.25"
"06,Ca,California,3076,5.5,6203,5.35"
"57,FR,Foreign,3000,5.36,5463,4.71"
"48,Tx,Texas,2551,4.56,5604,4.83"
"47,Tn,Tennessee,1404,2.51,2959,2.55"
"29,Mo,Missouri,1287,2.3,2835,2.44"
"13,Ga,Georgia,1207,2.16,2564,2.21"
"51,Va,Virginia,1170,2.09,2628,2.27"
"42,Pa,Pennsylvania,1168,2.09,2500,2.16"
"36,Ny,New York,1130,2.02,2205,1.9"
"37,Nc,North Carolina,1084,1.94,2518,2.17"
"55,Wi,Wisconsin,945,1.69,1986,1.71"
"04,Az,Arizona,939,1.68,1914,1.65"
"08,Co,Colorado,668,1.19,1399,1.21"
"24,Md,Maryland,595,1.06,1213,1.05"
"34,Nj,New Jersey,579,1.03,1150,0.99"
"01,Al,Alabama,554,0.99,1224,1.06"
"19,Ia,Iowa,540,0.97,1155,1"
"45,Sc,South Carolina,540,0.97,1208,1.04"
"27,Mn,Minnesota,508,0.91,1003,0.86"
"25,Ma,Massachusetts,475,0.85,912,0.79"
"20,Ks,Kansas,470,0.84,1107,0.95"
"40,Ok,Oklahoma,468,0.84,1081,0.93"
"53,Wa,Washington,458,0.82,989,0.85"
"22,La,Louisiana,455,0.81,990,0.85"
"05,Ar,Arkansas,428,0.76,944,0.81"
"28,Ms,Mississippi,338,0.6,785,0.68"
"09,Ct,Connecticut,332,0.59,673,0.58"
"32,Nv,Nevada,271,0.48,549,0.47"
"54,Wv,West Virginia,252,0.45,517,0.45"
"15,Hi,Hawaii,242,0.43,528,0.46"
"31,Ne,Nebraska,241,0.43,548,0.47"
"35,Nm,New Mexico,220,0.39,452,0.39"
"41,Or,Oregon,182,0.33,378,0.33"
"02,Ak,Alaska,153,0.27,342,0.29"
"49,Ut,Utah,147,0.26,332,0.29"
"33,Nh,New Hampshire,129,0.23,292,0.25"
"23,Me,Maine,121,0.22,269,0.23"
"56,Wy,Wyoming,101,0.18,291,0.25"
"46,Sd,South Dakota,94,0.17,219,0.19"
"38,Nd,North Dakota,92,0.16,188,0.16"
"11,Dc,District of Columbia,92,0.16,132,0.11"
"30,Mt,Montana,77,0.14,153,0.13"
"44,Ri,Rhode Island,76,0.14,142,0.12"
"16,Id,Idaho,68,0.12,144,0.12"
"10,De,Delaware,59,0.11,135,0.12"
"50,Vt,Vermont,54,0.1,99,0.09"
"18,,State Non-Migrant,2033957,,4646834,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
