"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,25-Massachusetts,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,51658,,84860,"
"36,Ny,New York,5912,11.44,9141,10.77"
"33,Nh,New Hampshire,5198,10.06,8821,10.39"
"09,Ct,Connecticut,4819,9.33,7405,8.73"
"57,FR,Foreign,4389,8.5,6856,8.08"
"12,Fl,Florida,4084,7.91,6555,7.72"
"06,Ca,California,3915,7.58,6235,7.35"
"44,Ri,Rhode Island,3377,6.54,5950,7.01"
"34,Nj,New Jersey,2042,3.95,3425,4.04"
"42,Pa,Pennsylvania,1683,3.26,2690,3.17"
"23,Me,Maine,1631,3.16,2602,3.07"
"51,Va,Virginia,1321,2.56,2386,2.81"
"48,Tx,Texas,1234,2.39,2292,2.7"
"17,Il,Illinois,1013,1.96,1747,2.06"
"24,Md,Maryland,955,1.85,1626,1.92"
"50,Vt,Vermont,881,1.71,1417,1.67"
"39,Oh,Ohio,851,1.65,1383,1.63"
"37,Nc,North Carolina,781,1.51,1487,1.75"
"13,Ga,Georgia,673,1.3,1203,1.42"
"26,Mi,Michigan,657,1.27,1061,1.25"
"08,Co,Colorado,532,1.03,879,1.04"
"53,Wa,Washington,459,0.89,735,0.87"
"04,Az,Arizona,424,0.82,717,0.84"
"27,Mn,Minnesota,360,0.7,561,0.66"
"45,Sc,South Carolina,355,0.69,658,0.78"
"11,Dc,District of Columbia,329,0.64,406,0.48"
"18,In,Indiana,296,0.57,486,0.57"
"29,Mo,Missouri,289,0.56,510,0.6"
"55,Wi,Wisconsin,282,0.55,428,0.5"
"15,Hi,Hawaii,261,0.51,498,0.59"
"47,Tn,Tennessee,257,0.5,499,0.59"
"22,La,Louisiana,255,0.49,464,0.55"
"41,Or,Oregon,204,0.39,311,0.37"
"01,Al,Alabama,185,0.36,342,0.4"
"20,Ks,Kansas,167,0.32,309,0.36"
"19,Ia,Iowa,159,0.31,242,0.29"
"32,Nv,Nevada,159,0.31,245,0.29"
"21,Ky,Kentucky,153,0.3,288,0.34"
"40,Ok,Oklahoma,145,0.28,277,0.33"
"35,Nm,New Mexico,130,0.25,229,0.27"
"49,Ut,Utah,113,0.22,206,0.24"
"02,Ak,Alaska,108,0.21,205,0.24"
"10,De,Delaware,102,0.2,182,0.21"
"54,Wv,West Virginia,100,0.19,167,0.2"
"28,Ms,Mississippi,81,0.16,137,0.16"
"31,Ne,Nebraska,75,0.15,141,0.17"
"05,Ar,Arkansas,66,0.13,113,0.13"
"16,Id,Idaho,57,0.11,105,0.12"
"30,Mt,Montana,43,0.08,69,0.08"
"38,Nd,North Dakota,34,0.07,52,0.06"
"46,Sd,South Dakota,34,0.07,67,0.08"
"56,Wy,Wyoming,28,0.05,50,0.06"
"25,,State Non-Migrant,2247070,,4605880,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
