"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,04-Arizona,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,81208,,164093,"
"06,Ca,California,20461,25.2,43301,26.39"
"48,Tx,Texas,4599,5.66,9868,6.01"
"57,FR,Foreign,3995,4.92,8642,5.27"
"35,Nm,New Mexico,3880,4.78,10091,6.15"
"17,Il,Illinois,3638,4.48,6695,4.08"
"08,Co,Colorado,3446,4.24,6532,3.98"
"32,Nv,Nevada,2736,3.37,5512,3.36"
"36,Ny,New York,2732,3.36,4915,3"
"53,Wa,Washington,2624,3.23,5086,3.1"
"26,Mi,Michigan,2166,2.67,3963,2.42"
"12,Fl,Florida,2153,2.65,3967,2.42"
"39,Oh,Ohio,1820,2.24,3323,2.03"
"49,Ut,Utah,1534,1.89,3705,2.26"
"41,Or,Oregon,1493,1.84,2939,1.79"
"27,Mn,Minnesota,1436,1.77,2384,1.45"
"42,Pa,Pennsylvania,1377,1.7,2569,1.57"
"55,Wi,Wisconsin,1326,1.63,2260,1.38"
"34,Nj,New Jersey,1268,1.56,2331,1.42"
"29,Mo,Missouri,1209,1.49,2307,1.41"
"18,In,Indiana,1123,1.38,2088,1.27"
"25,Ma,Massachusetts,1107,1.36,1853,1.13"
"19,Ia,Iowa,966,1.19,1651,1.01"
"51,Va,Virginia,934,1.15,1830,1.12"
"40,Ok,Oklahoma,903,1.11,1907,1.16"
"20,Ks,Kansas,873,1.08,1724,1.05"
"37,Nc,North Carolina,786,0.97,1722,1.05"
"13,Ga,Georgia,763,0.94,1676,1.02"
"09,Ct,Connecticut,753,0.93,1336,0.81"
"15,Hi,Hawaii,752,0.93,1566,0.95"
"31,Ne,Nebraska,748,0.92,1385,0.84"
"24,Md,Maryland,689,0.85,1351,0.82"
"16,Id,Idaho,658,0.81,1475,0.9"
"47,Tn,Tennessee,541,0.67,1071,0.65"
"02,Ak,Alaska,539,0.66,1093,0.67"
"30,Mt,Montana,528,0.65,981,0.6"
"56,Wy,Wyoming,492,0.61,937,0.57"
"05,Ar,Arkansas,467,0.58,989,0.6"
"22,La,Louisiana,445,0.55,916,0.56"
"45,Sc,South Carolina,406,0.5,890,0.54"
"46,Sd,South Dakota,389,0.48,706,0.43"
"33,Nh,New Hampshire,342,0.42,616,0.38"
"38,Nd,North Dakota,334,0.41,605,0.37"
"21,Ky,Kentucky,329,0.41,623,0.38"
"01,Al,Alabama,308,0.38,660,0.4"
"23,Me,Maine,300,0.37,506,0.31"
"28,Ms,Mississippi,218,0.27,425,0.26"
"44,Ri,Rhode Island,144,0.18,254,0.15"
"54,Wv,West Virginia,143,0.18,291,0.18"
"50,Vt,Vermont,140,0.17,240,0.15"
"11,Dc,District of Columbia,100,0.12,151,0.09"
"10,De,Delaware,95,0.12,185,0.11"
"04,,State Non-Migrant,1236886,,2834454,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
