"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,13-Georgia,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,109107,,228903,"
"12,Fl,Florida,16498,15.12,33002,14.42"
"57,FR,Foreign,10044,9.21,23717,10.36"
"01,Al,Alabama,6218,5.7,12793,5.59"
"06,Ca,California,6061,5.56,13262,5.79"
"47,Tn,Tennessee,5947,5.45,12220,5.34"
"45,Sc,South Carolina,5782,5.3,11787,5.15"
"48,Tx,Texas,5763,5.28,13121,5.73"
"37,Nc,North Carolina,5495,5.04,11197,4.89"
"36,Ny,New York,5122,4.69,9992,4.37"
"51,Va,Virginia,3834,3.51,7910,3.46"
"39,Oh,Ohio,3143,2.88,6224,2.72"
"17,Il,Illinois,3136,2.87,6653,2.91"
"34,Nj,New Jersey,2503,2.29,5233,2.29"
"42,Pa,Pennsylvania,2471,2.26,4845,2.12"
"22,La,Louisiana,2244,2.06,4914,2.15"
"26,Mi,Michigan,2116,1.94,4007,1.75"
"24,Md,Maryland,1901,1.74,3874,1.69"
"09,Ct,Connecticut,1874,1.72,4294,1.88"
"25,Ma,Massachusetts,1626,1.49,2933,1.28"
"28,Ms,Mississippi,1609,1.47,3456,1.51"
"21,Ky,Kentucky,1555,1.43,3290,1.44"
"29,Mo,Missouri,1486,1.36,3115,1.36"
"18,In,Indiana,1404,1.29,2821,1.23"
"08,Co,Colorado,1045,0.96,2193,0.96"
"53,Wa,Washington,894,0.82,1987,0.87"
"40,Ok,Oklahoma,841,0.77,1882,0.82"
"04,Az,Arizona,823,0.75,1755,0.77"
"55,Wi,Wisconsin,713,0.65,1408,0.62"
"05,Ar,Arkansas,691,0.63,1550,0.68"
"20,Ks,Kansas,655,0.6,1604,0.7"
"15,Hi,Hawaii,572,0.52,1409,0.62"
"27,Mn,Minnesota,521,0.48,1029,0.45"
"54,Wv,West Virginia,503,0.46,1016,0.44"
"19,Ia,Iowa,362,0.33,763,0.33"
"02,Ak,Alaska,341,0.31,839,0.37"
"23,Me,Maine,328,0.3,699,0.31"
"11,Dc,District of Columbia,326,0.3,528,0.23"
"33,Nh,New Hampshire,300,0.27,573,0.25"
"32,Nv,Nevada,286,0.26,613,0.27"
"49,Ut,Utah,277,0.25,667,0.29"
"41,Or,Oregon,263,0.24,525,0.23"
"35,Nm,New Mexico,262,0.24,556,0.24"
"10,De,Delaware,248,0.23,512,0.22"
"31,Ne,Nebraska,243,0.22,527,0.23"
"44,Ri,Rhode Island,198,0.18,365,0.16"
"46,Sd,South Dakota,113,0.1,228,0.1"
"16,Id,Idaho,101,0.09,230,0.1"
"50,Vt,Vermont,96,0.09,186,0.08"
"38,Nd,North Dakota,95,0.09,218,0.1"
"30,Mt,Montana,92,0.08,193,0.08"
"56,Wy,Wyoming,86,0.08,188,0.08"
"13,,State Non-Migrant,2210542,,5055421,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
