"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,02-Alaska,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,18803,,39702,"
"06,Ca,California,2291,12.18,4534,11.42"
"53,Wa,Washington,2049,10.9,3970,10"
"48,Tx,Texas,1150,6.12,2718,6.85"
"41,Or,Oregon,1051,5.59,2007,5.06"
"12,Fl,Florida,876,4.66,1817,4.58"
"57,FR,Foreign,826,4.39,1936,4.88"
"04,Az,Arizona,649,3.45,1442,3.63"
"08,Co,Colorado,578,3.07,1230,3.1"
"37,Nc,North Carolina,455,2.42,1126,2.84"
"13,Ga,Georgia,437,2.32,1118,2.82"
"36,Ny,New York,435,2.31,784,1.97"
"51,Va,Virginia,407,2.16,1049,2.64"
"26,Mi,Michigan,404,2.15,806,2.03"
"30,Mt,Montana,378,2.01,782,1.97"
"27,Mn,Minnesota,368,1.96,619,1.56"
"16,Id,Idaho,347,1.85,749,1.89"
"17,Il,Illinois,302,1.61,616,1.55"
"22,La,Louisiana,301,1.6,752,1.89"
"40,Ok,Oklahoma,301,1.6,694,1.75"
"39,Oh,Ohio,296,1.57,566,1.43"
"42,Pa,Pennsylvania,268,1.43,438,1.1"
"35,Nm,New Mexico,259,1.38,626,1.58"
"32,Nv,Nevada,253,1.35,527,1.33"
"29,Mo,Missouri,248,1.32,528,1.33"
"15,Hi,Hawaii,236,1.26,494,1.24"
"49,Ut,Utah,226,1.2,562,1.42"
"47,Tn,Tennessee,223,1.19,475,1.2"
"55,Wi,Wisconsin,213,1.13,348,0.88"
"25,Ma,Massachusetts,206,1.1,342,0.86"
"45,Sc,South Carolina,205,1.09,500,1.26"
"01,Al,Alabama,205,1.09,502,1.26"
"21,Ky,Kentucky,197,1.05,514,1.29"
"20,Ks,Kansas,191,1.02,493,1.24"
"34,Nj,New Jersey,185,0.98,383,0.96"
"24,Md,Maryland,180,0.96,426,1.07"
"23,Me,Maine,168,0.89,321,0.81"
"05,Ar,Arkansas,168,0.89,350,0.88"
"18,In,Indiana,161,0.86,307,0.77"
"28,Ms,Mississippi,147,0.78,307,0.77"
"56,Wy,Wyoming,132,0.7,277,0.7"
"38,Nd,North Dakota,131,0.7,312,0.79"
"31,Ne,Nebraska,123,0.65,285,0.72"
"46,Sd,South Dakota,107,0.57,240,0.6"
"09,Ct,Connecticut,106,0.56,162,0.41"
"19,Ia,Iowa,88,0.47,152,0.38"
"33,Nh,New Hampshire,83,0.44,141,0.36"
"50,Vt,Vermont,51,0.27,85,0.21"
"54,Wv,West Virginia,44,0.23,82,0.21"
"10,De,Delaware,39,0.21,91,0.23"
"44,Ri,Rhode Island,31,0.16,63,0.16"
"11,Dc,District of Columbia,28,0.15,54,0.14"
"02,,State Non-Migrant,179456,,414175,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
