"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,38-North Dakota,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,9336,,18151,"
"27,Mn,Minnesota,2793,29.92,4718,25.99"
"57,FR,Foreign,850,9.1,1886,10.39"
"46,Sd,South Dakota,532,5.7,1103,6.08"
"06,Ca,California,530,5.68,988,5.44"
"30,Mt,Montana,410,4.39,879,4.84"
"48,Tx,Texas,351,3.76,787,4.34"
"53,Wa,Washington,268,2.87,512,2.82"
"04,Az,Arizona,263,2.82,499,2.75"
"08,Co,Colorado,244,2.61,473,2.61"
"17,Il,Illinois,214,2.29,417,2.3"
"55,Wi,Wisconsin,195,2.09,371,2.04"
"12,Fl,Florida,191,2.05,376,2.07"
"19,Ia,Iowa,151,1.62,296,1.63"
"26,Mi,Michigan,140,1.5,302,1.66"
"36,Ny,New York,123,1.32,230,1.27"
"31,Ne,Nebraska,121,1.3,290,1.6"
"41,Or,Oregon,112,1.2,203,1.12"
"39,Oh,Ohio,107,1.15,196,1.08"
"56,Wy,Wyoming,103,1.1,246,1.36"
"29,Mo,Missouri,102,1.09,193,1.06"
"51,Va,Virginia,93,1,199,1.1"
"42,Pa,Pennsylvania,90,0.96,144,0.79"
"18,In,Indiana,86,0.92,164,0.9"
"20,Ks,Kansas,85,0.91,216,1.19"
"32,Nv,Nevada,84,0.9,177,0.98"
"37,Nc,North Carolina,75,0.8,154,0.85"
"40,Ok,Oklahoma,72,0.77,168,0.93"
"13,Ga,Georgia,68,0.73,142,0.78"
"05,Ar,Arkansas,67,0.72,173,0.95"
"24,Md,Maryland,61,0.65,133,0.73"
"02,Ak,Alaska,60,0.64,135,0.74"
"47,Tn,Tennessee,58,0.62,107,0.59"
"22,La,Louisiana,56,0.6,122,0.67"
"34,Nj,New Jersey,50,0.54,78,0.43"
"16,Id,Idaho,49,0.52,103,0.57"
"35,Nm,New Mexico,49,0.52,109,0.6"
"25,Ma,Massachusetts,49,0.52,80,0.44"
"28,Ms,Mississippi,47,0.5,107,0.59"
"49,Ut,Utah,47,0.5,116,0.64"
"01,Al,Alabama,41,0.44,72,0.4"
"15,Hi,Hawaii,39,0.42,92,0.51"
"09,Ct,Connecticut,38,0.41,75,0.41"
"45,Sc,South Carolina,38,0.41,68,0.37"
"21,Ky,Kentucky,30,0.32,64,0.35"
"23,Me,Maine,24,0.26,46,0.25"
"33,Nh,New Hampshire,24,0.26,56,0.31"
"54,Wv,West Virginia,18,0.19,34,0.19"
"10,De,Delaware,14,0.15,18,0.1"
"44,Ri,Rhode Island,11,0.12,15,0.08"
"50,Vt,Vermont,7,0.07,11,0.06"
"11,Dc,District of Columbia,6,0.06,8,0.04"
"38,,State Non-Migrant,225052,,522626,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
