"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,51-Virginia,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,119577,,240697,"
"57,FR,Foreign,13945,11.66,30827,12.81"
"24,Md,Maryland,11832,9.89,21054,8.75"
"12,Fl,Florida,7798,6.52,16373,6.8"
"37,Nc,North Carolina,7772,6.5,15739,6.54"
"36,Ny,New York,7212,6.03,13569,5.64"
"06,Ca,California,6980,5.84,15290,6.35"
"42,Pa,Pennsylvania,6416,5.37,11595,4.82"
"11,Dc,District of Columbia,5706,4.77,9157,3.8"
"48,Tx,Texas,4480,3.75,9646,4.01"
"34,Nj,New Jersey,4053,3.39,7976,3.31"
"39,Oh,Ohio,3111,2.6,5877,2.44"
"13,Ga,Georgia,3007,2.51,6144,2.55"
"45,Sc,South Carolina,2705,2.26,6138,2.55"
"17,Il,Illinois,2601,2.18,5476,2.28"
"47,Tn,Tennessee,2513,2.1,5255,2.18"
"25,Ma,Massachusetts,2473,2.07,4384,1.82"
"54,Wv,West Virginia,2403,2.01,4650,1.93"
"09,Ct,Connecticut,2098,1.75,4402,1.83"
"26,Mi,Michigan,1912,1.6,3450,1.43"
"22,La,Louisiana,1302,1.09,2886,1.2"
"01,Al,Alabama,1274,1.07,2770,1.15"
"18,In,Indiana,1232,1.03,2418,1"
"08,Co,Colorado,1221,1.02,2360,0.98"
"29,Mo,Missouri,1199,1,2472,1.03"
"21,Ky,Kentucky,1151,0.96,2472,1.03"
"53,Wa,Washington,1067,0.89,2379,0.99"
"15,Hi,Hawaii,982,0.82,2608,1.08"
"04,Az,Arizona,947,0.79,2029,0.84"
"28,Ms,Mississippi,745,0.62,1661,0.69"
"44,Ri,Rhode Island,739,0.62,1786,0.74"
"23,Me,Maine,735,0.61,1614,0.67"
"55,Wi,Wisconsin,707,0.59,1308,0.54"
"20,Ks,Kansas,694,0.58,1638,0.68"
"40,Ok,Oklahoma,679,0.57,1439,0.6"
"27,Mn,Minnesota,617,0.52,1112,0.46"
"33,Nh,New Hampshire,603,0.5,1120,0.47"
"10,De,Delaware,582,0.49,1096,0.46"
"05,Ar,Arkansas,463,0.39,990,0.41"
"31,Ne,Nebraska,440,0.37,1019,0.42"
"19,Ia,Iowa,435,0.36,804,0.33"
"35,Nm,New Mexico,424,0.35,942,0.39"
"02,Ak,Alaska,387,0.32,981,0.41"
"41,Or,Oregon,368,0.31,666,0.28"
"49,Ut,Utah,335,0.28,713,0.3"
"32,Nv,Nevada,272,0.23,534,0.22"
"50,Vt,Vermont,245,0.2,407,0.17"
"16,Id,Idaho,212,0.18,458,0.19"
"30,Mt,Montana,144,0.12,275,0.11"
"46,Sd,South Dakota,142,0.12,255,0.11"
"38,Nd,North Dakota,121,0.1,265,0.11"
"56,Wy,Wyoming,96,0.08,218,0.09"
"51,,State Non-Migrant,2247722,,4918032,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
