"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,54-West Virginia,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,19506,,40646,"
"51,Va,Virginia,2934,15.04,6044,14.87"
"39,Oh,Ohio,2696,13.82,5507,13.55"
"24,Md,Maryland,2033,10.42,4317,10.62"
"37,Nc,North Carolina,1686,8.64,3635,8.94"
"12,Fl,Florida,1522,7.8,3065,7.54"
"42,Pa,Pennsylvania,1411,7.23,2741,6.74"
"57,FR,Foreign,687,3.52,1339,3.29"
"21,Ky,Kentucky,604,3.1,1391,3.42"
"06,Ca,California,533,2.73,1033,2.54"
"45,Sc,South Carolina,492,2.52,980,2.41"
"48,Tx,Texas,489,2.51,1125,2.77"
"13,Ga,Georgia,438,2.25,962,2.37"
"36,Ny,New York,426,2.18,894,2.2"
"26,Mi,Michigan,330,1.69,700,1.72"
"34,Nj,New Jersey,323,1.66,664,1.63"
"47,Tn,Tennessee,314,1.61,679,1.67"
"17,Il,Illinois,269,1.38,550,1.35"
"18,In,Indiana,250,1.28,558,1.37"
"08,Co,Colorado,149,0.76,332,0.82"
"01,Al,Alabama,146,0.75,325,0.8"
"04,Az,Arizona,134,0.69,276,0.68"
"22,La,Louisiana,122,0.63,317,0.78"
"25,Ma,Massachusetts,116,0.59,237,0.58"
"29,Mo,Missouri,108,0.55,244,0.6"
"09,Ct,Connecticut,100,0.51,204,0.5"
"10,De,Delaware,99,0.51,207,0.51"
"53,Wa,Washington,92,0.47,196,0.48"
"40,Ok,Oklahoma,90,0.46,228,0.56"
"55,Wi,Wisconsin,76,0.39,142,0.35"
"11,Dc,District of Columbia,75,0.38,109,0.27"
"20,Ks,Kansas,64,0.33,138,0.34"
"28,Ms,Mississippi,58,0.3,125,0.31"
"15,Hi,Hawaii,57,0.29,140,0.34"
"32,Nv,Nevada,57,0.29,118,0.29"
"35,Nm,New Mexico,52,0.27,116,0.29"
"05,Ar,Arkansas,45,0.23,95,0.23"
"33,Nh,New Hampshire,43,0.22,79,0.19"
"02,Ak,Alaska,42,0.22,83,0.2"
"41,Or,Oregon,39,0.2,84,0.21"
"23,Me,Maine,34,0.17,81,0.2"
"19,Ia,Iowa,33,0.17,62,0.15"
"56,Wy,Wyoming,31,0.16,85,0.21"
"27,Mn,Minnesota,29,0.15,63,0.15"
"44,Ri,Rhode Island,26,0.13,55,0.14"
"31,Ne,Nebraska,26,0.13,56,0.14"
"49,Ut,Utah,24,0.12,71,0.17"
"50,Vt,Vermont,23,0.12,37,0.09"
"30,Mt,Montana,23,0.12,48,0.12"
"16,Id,Idaho,21,0.11,42,0.1"
"38,Nd,North Dakota,18,0.09,35,0.09"
"46,Sd,South Dakota,17,0.09,32,0.08"
"54,,State Non-Migrant,570535,,1321439,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
