"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,55-Wisconsin,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,42511,,84449,"
"17,Il,Illinois,9037,21.26,18318,21.69"
"27,Mn,Minnesota,5250,12.35,9797,11.6"
"06,Ca,California,2932,6.9,5672,6.72"
"26,Mi,Michigan,2455,5.77,4802,5.69"
"57,FR,Foreign,2386,5.61,3873,4.59"
"12,Fl,Florida,2243,5.28,4117,4.88"
"48,Tx,Texas,1634,3.84,3475,4.11"
"19,Ia,Iowa,1351,3.18,2786,3.3"
"18,In,Indiana,986,2.32,2164,2.56"
"39,Oh,Ohio,951,2.24,2074,2.46"
"04,Az,Arizona,935,2.2,1757,2.08"
"08,Co,Colorado,855,2.01,1717,2.03"
"36,Ny,New York,839,1.97,1635,1.94"
"29,Mo,Missouri,685,1.61,1586,1.88"
"51,Va,Virginia,643,1.51,1326,1.57"
"42,Pa,Pennsylvania,595,1.4,1369,1.62"
"13,Ga,Georgia,592,1.39,1212,1.44"
"53,Wa,Washington,544,1.28,1151,1.36"
"37,Nc,North Carolina,544,1.28,1121,1.33"
"25,Ma,Massachusetts,484,1.14,859,1.02"
"47,Tn,Tennessee,433,1.02,870,1.03"
"34,Nj,New Jersey,388,0.91,759,0.9"
"24,Md,Maryland,365,0.86,738,0.87"
"32,Nv,Nevada,337,0.79,585,0.69"
"20,Ks,Kansas,322,0.76,755,0.89"
"28,Ms,Mississippi,307,0.72,688,0.81"
"09,Ct,Connecticut,288,0.68,577,0.68"
"40,Ok,Oklahoma,286,0.67,622,0.74"
"31,Ne,Nebraska,284,0.67,592,0.7"
"38,Nd,North Dakota,278,0.65,555,0.66"
"45,Sc,South Carolina,271,0.64,599,0.71"
"22,La,Louisiana,268,0.63,563,0.67"
"21,Ky,Kentucky,251,0.59,544,0.64"
"41,Or,Oregon,227,0.53,468,0.55"
"05,Ar,Arkansas,225,0.53,482,0.57"
"15,Hi,Hawaii,219,0.52,414,0.49"
"01,Al,Alabama,207,0.49,400,0.47"
"46,Sd,South Dakota,204,0.48,444,0.53"
"02,Ak,Alaska,175,0.41,356,0.42"
"35,Nm,New Mexico,174,0.41,320,0.38"
"49,Ut,Utah,173,0.41,462,0.55"
"30,Mt,Montana,139,0.33,314,0.37"
"23,Me,Maine,124,0.29,263,0.31"
"33,Nh,New Hampshire,112,0.26,228,0.27"
"56,Wy,Wyoming,97,0.23,205,0.24"
"16,Id,Idaho,96,0.23,215,0.25"
"11,Dc,District of Columbia,75,0.18,98,0.12"
"44,Ri,Rhode Island,72,0.17,157,0.19"
"54,Wv,West Virginia,67,0.16,123,0.15"
"10,De,Delaware,54,0.13,130,0.15"
"50,Vt,Vermont,52,0.12,112,0.13"
"55,,State Non-Migrant,1841808,,4118118,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
