"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,47-Tennessee,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,69635,,148111,"
"12,Fl,Florida,6159,8.84,12839,8.67"
"13,Ga,Georgia,5838,8.38,12132,8.19"
"21,Ky,Kentucky,4272,6.13,9031,6.1"
"48,Tx,Texas,3802,5.46,8476,5.72"
"28,Ms,Mississippi,3725,5.35,7560,5.1"
"57,FR,Foreign,3498,5.02,8031,5.42"
"06,Ca,California,3346,4.81,7147,4.83"
"26,Mi,Michigan,3210,4.61,7133,4.82"
"51,Va,Virginia,3203,4.6,6721,4.54"
"01,Al,Alabama,3178,4.56,6816,4.6"
"37,Nc,North Carolina,3063,4.4,6550,4.42"
"17,Il,Illinois,2790,4.01,5845,3.95"
"39,Oh,Ohio,2523,3.62,5339,3.6"
"05,Ar,Arkansas,1989,2.86,4059,2.74"
"18,In,Indiana,1867,2.68,3956,2.67"
"45,Sc,South Carolina,1635,2.35,3661,2.47"
"36,Ny,New York,1542,2.21,3014,2.03"
"29,Mo,Missouri,1456,2.09,3075,2.08"
"22,La,Louisiana,1329,1.91,2911,1.97"
"42,Pa,Pennsylvania,1250,1.8,2606,1.76"
"24,Md,Maryland,879,1.26,1807,1.22"
"34,Nj,New Jersey,793,1.14,1709,1.15"
"40,Ok,Oklahoma,719,1.03,1554,1.05"
"08,Co,Colorado,664,0.95,1458,0.98"
"04,Az,Arizona,618,0.89,1405,0.95"
"55,Wi,Wisconsin,560,0.8,1169,0.79"
"25,Ma,Massachusetts,559,0.8,1106,0.75"
"53,Wa,Washington,552,0.79,1208,0.82"
"54,Wv,West Virginia,463,0.66,961,0.65"
"20,Ks,Kansas,458,0.66,1045,0.71"
"09,Ct,Connecticut,421,0.6,882,0.6"
"27,Mn,Minnesota,402,0.58,774,0.52"
"19,Ia,Iowa,334,0.48,701,0.47"
"15,Hi,Hawaii,301,0.43,758,0.51"
"35,Nm,New Mexico,236,0.34,480,0.32"
"32,Nv,Nevada,214,0.31,424,0.29"
"31,Ne,Nebraska,186,0.27,351,0.24"
"41,Or,Oregon,177,0.25,360,0.24"
"23,Me,Maine,173,0.25,358,0.24"
"02,Ak,Alaska,164,0.24,381,0.26"
"49,Ut,Utah,150,0.22,398,0.27"
"33,Nh,New Hampshire,148,0.21,342,0.23"
"10,De,Delaware,122,0.18,232,0.16"
"44,Ri,Rhode Island,105,0.15,226,0.15"
"11,Dc,District of Columbia,99,0.14,147,0.1"
"16,Id,Idaho,97,0.14,216,0.15"
"50,Vt,Vermont,95,0.14,175,0.12"
"30,Mt,Montana,76,0.11,153,0.1"
"38,Nd,North Dakota,66,0.09,147,0.1"
"46,Sd,South Dakota,66,0.09,163,0.11"
"56,Wy,Wyoming,63,0.09,119,0.08"
"47,,State Non-Migrant,1744379,,3932112,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
