"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,02-Alaska,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,13486,,29521,"
"53,Wa,Washington,2293,17,4538,15.37"
"06,Ca,California,1584,11.75,3183,10.78"
"41,Or,Oregon,1005,7.45,1977,6.7"
"48,Tx,Texas,798,5.92,1953,6.62"
"04,Az,Arizona,496,3.68,1012,3.43"
"12,Fl,Florida,488,3.62,1058,3.58"
"08,Co,Colorado,456,3.38,998,3.38"
"57,FR,Foreign,416,3.08,868,2.94"
"51,Va,Virginia,305,2.26,826,2.8"
"16,Id,Idaho,300,2.22,670,2.27"
"15,Hi,Hawaii,280,2.08,545,1.85"
"36,Ny,New York,271,2.01,574,1.94"
"13,Ga,Georgia,268,1.99,648,2.2"
"26,Mi,Michigan,243,1.8,550,1.86"
"32,Nv,Nevada,226,1.68,466,1.58"
"30,Mt,Montana,220,1.63,491,1.66"
"37,Nc,North Carolina,208,1.54,514,1.74"
"17,Il,Illinois,204,1.51,468,1.59"
"39,Oh,Ohio,204,1.51,474,1.61"
"27,Mn,Minnesota,197,1.46,392,1.33"
"40,Ok,Oklahoma,190,1.41,463,1.57"
"35,Nm,New Mexico,186,1.38,438,1.48"
"29,Mo,Missouri,173,1.28,438,1.48"
"22,La,Louisiana,167,1.24,458,1.55"
"49,Ut,Utah,161,1.19,409,1.39"
"01,Al,Alabama,154,1.14,425,1.44"
"24,Md,Maryland,154,1.14,380,1.29"
"42,Pa,Pennsylvania,147,1.09,335,1.13"
"55,Wi,Wisconsin,138,1.02,292,0.99"
"47,Tn,Tennessee,135,1,370,1.25"
"45,Sc,South Carolina,126,0.93,308,1.04"
"25,Ma,Massachusetts,121,0.9,252,0.85"
"05,Ar,Arkansas,118,0.87,283,0.96"
"20,Ks,Kansas,116,0.86,323,1.09"
"18,In,Indiana,93,0.69,232,0.79"
"56,Wy,Wyoming,92,0.68,215,0.73"
"34,Nj,New Jersey,89,0.66,200,0.68"
"21,Ky,Kentucky,87,0.65,210,0.71"
"31,Ne,Nebraska,82,0.61,210,0.71"
"23,Me,Maine,75,0.56,158,0.54"
"28,Ms,Mississippi,68,0.5,154,0.52"
"38,Nd,North Dakota,59,0.44,151,0.51"
"19,Ia,Iowa,59,0.44,109,0.37"
"46,Sd,South Dakota,54,0.4,126,0.43"
"09,Ct,Connecticut,40,0.3,75,0.25"
"54,Wv,West Virginia,39,0.29,82,0.28"
"33,Nh,New Hampshire,32,0.24,65,0.22"
"50,Vt,Vermont,20,0.15,47,0.16"
"10,De,Delaware,20,0.15,52,0.18"
"11,Dc,District of Columbia,18,0.13,35,0.12"
"44,Ri,Rhode Island,11,0.08,21,0.07"
"02,,State Non-Migrant,172750,,400346,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
