"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,47-Tennessee,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,56231,,117606,"
"13,Ga,Georgia,5861,10.42,11971,10.18"
"12,Fl,Florida,5135,9.13,10075,8.57"
"28,Ms,Mississippi,3735,6.64,8113,6.9"
"21,Ky,Kentucky,3729,6.63,8736,7.43"
"48,Tx,Texas,3206,5.7,6794,5.78"
"01,Al,Alabama,3002,5.34,6590,5.6"
"37,Nc,North Carolina,2710,4.82,5659,4.81"
"06,Ca,California,2695,4.79,4952,4.21"
"51,Va,Virginia,2609,4.64,5452,4.64"
"57,FR,Foreign,2036,3.62,3793,3.23"
"17,Il,Illinois,1924,3.42,3928,3.34"
"39,Oh,Ohio,1832,3.26,3890,3.31"
"05,Ar,Arkansas,1626,2.89,3516,2.99"
"45,Sc,South Carolina,1597,2.84,3380,2.87"
"18,In,Indiana,1444,2.57,3116,2.65"
"26,Mi,Michigan,1242,2.21,2562,2.18"
"29,Mo,Missouri,1168,2.08,2566,2.18"
"22,La,Louisiana,1136,2.02,2474,2.1"
"42,Pa,Pennsylvania,900,1.6,1953,1.66"
"36,Ny,New York,837,1.49,1595,1.36"
"24,Md,Maryland,683,1.21,1399,1.19"
"08,Co,Colorado,634,1.13,1298,1.1"
"53,Wa,Washington,626,1.11,1276,1.08"
"40,Ok,Oklahoma,609,1.08,1403,1.19"
"04,Az,Arizona,544,0.97,1133,0.96"
"55,Wi,Wisconsin,405,0.72,872,0.74"
"34,Nj,New Jersey,402,0.71,850,0.72"
"20,Ks,Kansas,361,0.64,857,0.73"
"27,Mn,Minnesota,343,0.61,744,0.63"
"54,Wv,West Virginia,326,0.58,742,0.63"
"25,Ma,Massachusetts,277,0.49,496,0.42"
"19,Ia,Iowa,277,0.49,604,0.51"
"15,Hi,Hawaii,244,0.43,491,0.42"
"09,Ct,Connecticut,241,0.43,511,0.43"
"32,Nv,Nevada,228,0.41,403,0.34"
"41,Or,Oregon,204,0.36,442,0.38"
"35,Nm,New Mexico,201,0.36,421,0.36"
"02,Ak,Alaska,139,0.25,298,0.25"
"31,Ne,Nebraska,137,0.24,306,0.26"
"49,Ut,Utah,127,0.23,296,0.25"
"11,Dc,District of Columbia,114,0.2,159,0.14"
"10,De,Delaware,107,0.19,225,0.19"
"16,Id,Idaho,93,0.17,227,0.19"
"23,Me,Maine,80,0.14,182,0.15"
"33,Nh,New Hampshire,78,0.14,158,0.13"
"30,Mt,Montana,72,0.13,150,0.13"
"56,Wy,Wyoming,69,0.12,170,0.14"
"46,Sd,South Dakota,65,0.12,143,0.12"
"44,Ri,Rhode Island,44,0.08,88,0.07"
"38,Nd,North Dakota,42,0.07,90,0.08"
"50,Vt,Vermont,35,0.06,57,0.05"
"47,,State Non-Migrant,1716397,,3877389,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
