"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,39-Ohio,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,90404,,173540,"
"12,Fl,Florida,11951,13.22,21803,12.56"
"06,Ca,California,5792,6.41,9575,5.52"
"21,Ky,Kentucky,5584,6.18,10995,6.34"
"26,Mi,Michigan,5487,6.07,11105,6.4"
"18,In,Indiana,5421,6,11229,6.47"
"42,Pa,Pennsylvania,4713,5.21,9314,5.37"
"57,FR,Foreign,3990,4.41,6824,3.93"
"48,Tx,Texas,3915,4.33,7949,4.58"
"17,Il,Illinois,3800,4.2,7093,4.09"
"37,Nc,North Carolina,3343,3.7,6600,3.8"
"13,Ga,Georgia,3263,3.61,6500,3.75"
"51,Va,Virginia,3100,3.43,5838,3.36"
"54,Wv,West Virginia,2664,2.95,5547,3.2"
"36,Ny,New York,2645,2.93,4714,2.72"
"47,Tn,Tennessee,2392,2.65,5038,2.9"
"45,Sc,South Carolina,1893,2.09,3811,2.2"
"04,Az,Arizona,1872,2.07,3516,2.03"
"24,Md,Maryland,1580,1.75,2841,1.64"
"08,Co,Colorado,1522,1.68,2829,1.63"
"53,Wa,Washington,1174,1.3,2204,1.27"
"29,Mo,Missouri,1048,1.16,2227,1.28"
"01,Al,Alabama,1034,1.14,2136,1.23"
"34,Nj,New Jersey,1017,1.12,1943,1.12"
"55,Wi,Wisconsin,982,1.09,2095,1.21"
"25,Ma,Massachusetts,952,1.05,1576,0.91"
"32,Nv,Nevada,826,0.91,1474,0.85"
"27,Mn,Minnesota,700,0.77,1443,0.83"
"40,Ok,Oklahoma,639,0.71,1286,0.74"
"22,La,Louisiana,635,0.7,1279,0.74"
"20,Ks,Kansas,581,0.64,1372,0.79"
"09,Ct,Connecticut,575,0.64,1059,0.61"
"19,Ia,Iowa,493,0.55,1054,0.61"
"41,Or,Oregon,427,0.47,853,0.49"
"35,Nm,New Mexico,407,0.45,790,0.46"
"15,Hi,Hawaii,406,0.45,687,0.4"
"28,Ms,Mississippi,402,0.44,847,0.49"
"05,Ar,Arkansas,389,0.43,819,0.47"
"49,Ut,Utah,335,0.37,720,0.41"
"11,Dc,District of Columbia,305,0.34,367,0.21"
"02,Ak,Alaska,286,0.32,508,0.29"
"31,Ne,Nebraska,261,0.29,591,0.34"
"10,De,Delaware,234,0.26,464,0.27"
"23,Me,Maine,230,0.25,433,0.25"
"33,Nh,New Hampshire,201,0.22,410,0.24"
"30,Mt,Montana,169,0.19,296,0.17"
"44,Ri,Rhode Island,167,0.18,293,0.17"
"16,Id,Idaho,144,0.16,295,0.17"
"56,Wy,Wyoming,138,0.15,268,0.15"
"50,Vt,Vermont,113,0.12,205,0.12"
"38,Nd,North Dakota,107,0.12,221,0.13"
"46,Sd,South Dakota,100,0.11,204,0.12"
"39,,State Non-Migrant,4043091,,8699693,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
