"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,11-District of Columbia,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,25917,,44661,"
"24,Md,Maryland,11621,44.84,22644,50.7"
"51,Va,Virginia,4923,19,7827,17.53"
"06,Ca,California,1136,4.38,1531,3.43"
"57,FR,Foreign,1060,4.09,2117,4.74"
"36,Ny,New York,933,3.6,1170,2.62"
"37,Nc,North Carolina,627,2.42,1148,2.57"
"12,Fl,Florida,615,2.37,942,2.11"
"42,Pa,Pennsylvania,475,1.83,693,1.55"
"48,Tx,Texas,418,1.61,670,1.5"
"25,Ma,Massachusetts,400,1.54,499,1.12"
"17,Il,Illinois,317,1.22,402,0.9"
"34,Nj,New Jersey,309,1.19,413,0.92"
"13,Ga,Georgia,294,1.13,441,0.99"
"39,Oh,Ohio,202,0.78,310,0.69"
"45,Sc,South Carolina,200,0.77,347,0.78"
"53,Wa,Washington,193,0.74,259,0.58"
"09,Ct,Connecticut,157,0.61,224,0.5"
"26,Mi,Michigan,148,0.57,211,0.47"
"08,Co,Colorado,143,0.55,208,0.47"
"22,La,Louisiana,118,0.46,166,0.37"
"29,Mo,Missouri,103,0.4,160,0.36"
"47,Tn,Tennessee,103,0.4,160,0.36"
"27,Mn,Minnesota,100,0.39,135,0.3"
"04,Az,Arizona,93,0.36,134,0.3"
"55,Wi,Wisconsin,87,0.34,109,0.24"
"54,Wv,West Virginia,85,0.33,137,0.31"
"18,In,Indiana,84,0.32,113,0.25"
"41,Or,Oregon,84,0.32,106,0.24"
"35,Nm,New Mexico,77,0.3,112,0.25"
"15,Hi,Hawaii,74,0.29,120,0.27"
"10,De,Delaware,72,0.28,89,0.2"
"01,Al,Alabama,65,0.25,113,0.25"
"21,Ky,Kentucky,59,0.23,88,0.2"
"40,Ok,Oklahoma,55,0.21,85,0.19"
"28,Ms,Mississippi,49,0.19,77,0.17"
"23,Me,Maine,48,0.19,72,0.16"
"20,Ks,Kansas,43,0.17,70,0.16"
"44,Ri,Rhode Island,42,0.16,75,0.17"
"19,Ia,Iowa,40,0.15,52,0.12"
"31,Ne,Nebraska,36,0.14,71,0.16"
"32,Nv,Nevada,35,0.14,57,0.13"
"50,Vt,Vermont,29,0.11,41,0.09"
"05,Ar,Arkansas,27,0.1,39,0.09"
"49,Ut,Utah,26,0.1,40,0.09"
"33,Nh,New Hampshire,26,0.1,35,0.08"
"02,Ak,Alaska,20,0.08,35,0.08"
"30,Mt,Montana,18,0.07,25,0.06"
"46,Sd,South Dakota,16,0.06,26,0.06"
"56,Wy,Wyoming,14,0.05,27,0.06"
"16,Id,Idaho,12,0.05,21,0.05"
"38,Nd,North Dakota,6,0.02,15,0.03"
"11,,State Non-Migrant,226231,,406096,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
