"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,42-Pennsylvania,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,98347,,181510,"
"34,Nj,New Jersey,12452,12.66,22260,12.26"
"12,Fl,Florida,11472,11.66,20814,11.47"
"36,Ny,New York,7538,7.66,13381,7.37"
"24,Md,Maryland,6638,6.75,11470,6.32"
"51,Va,Virginia,6342,6.45,11144,6.14"
"06,Ca,California,5893,5.99,9585,5.28"
"39,Oh,Ohio,5351,5.44,10463,5.76"
"57,FR,Foreign,4094,4.16,7283,4.01"
"37,Nc,North Carolina,3482,3.54,6907,3.81"
"10,De,Delaware,3183,3.24,5728,3.16"
"48,Tx,Texas,3059,3.11,6312,3.48"
"13,Ga,Georgia,2342,2.38,4768,2.63"
"17,Il,Illinois,1996,2.03,3941,2.17"
"45,Sc,South Carolina,1903,1.93,3750,2.07"
"25,Ma,Massachusetts,1798,1.83,2989,1.65"
"26,Mi,Michigan,1569,1.6,3262,1.8"
"04,Az,Arizona,1461,1.49,2590,1.43"
"08,Co,Colorado,1406,1.43,2494,1.37"
"09,Ct,Connecticut,1368,1.39,2522,1.39"
"54,Wv,West Virginia,1337,1.36,2723,1.5"
"47,Tn,Tennessee,1147,1.17,2552,1.41"
"18,In,Indiana,1141,1.16,2433,1.34"
"53,Wa,Washington,1050,1.07,1941,1.07"
"21,Ky,Kentucky,714,0.73,1614,0.89"
"11,Dc,District of Columbia,702,0.71,818,0.45"
"29,Mo,Missouri,644,0.65,1378,0.76"
"01,Al,Alabama,607,0.62,1300,0.72"
"32,Nv,Nevada,555,0.56,978,0.54"
"55,Wi,Wisconsin,547,0.56,1288,0.71"
"27,Mn,Minnesota,537,0.55,1074,0.59"
"22,La,Louisiana,529,0.54,1092,0.6"
"40,Ok,Oklahoma,469,0.48,948,0.52"
"23,Me,Maine,413,0.42,765,0.42"
"15,Hi,Hawaii,406,0.41,656,0.36"
"35,Nm,New Mexico,371,0.38,700,0.39"
"33,Nh,New Hampshire,369,0.38,712,0.39"
"41,Or,Oregon,364,0.37,734,0.4"
"20,Ks,Kansas,344,0.35,764,0.42"
"19,Ia,Iowa,322,0.33,653,0.36"
"44,Ri,Rhode Island,281,0.29,515,0.28"
"49,Ut,Utah,275,0.28,565,0.31"
"28,Ms,Mississippi,274,0.28,524,0.29"
"50,Vt,Vermont,262,0.27,470,0.26"
"05,Ar,Arkansas,240,0.24,508,0.28"
"02,Ak,Alaska,222,0.23,353,0.19"
"30,Mt,Montana,204,0.21,388,0.21"
"31,Ne,Nebraska,187,0.19,397,0.22"
"16,Id,Idaho,169,0.17,351,0.19"
"56,Wy,Wyoming,135,0.14,276,0.15"
"38,Nd,North Dakota,93,0.09,187,0.1"
"46,Sd,South Dakota,90,0.09,190,0.1"
"42,,State Non-Migrant,4444743,,9576791,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
