"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,34-New Jersey,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,100275,,190163,"
"36,Ny,New York,17336,17.29,29787,15.66"
"12,Fl,Florida,16575,16.53,32120,16.89"
"42,Pa,Pennsylvania,15180,15.14,28897,15.2"
"06,Ca,California,6113,6.1,10145,5.33"
"51,Va,Virginia,4410,4.4,8741,4.6"
"57,FR,Foreign,3951,3.94,8637,4.54"
"37,Nc,North Carolina,3662,3.65,7390,3.89"
"24,Md,Maryland,2785,2.78,5041,2.65"
"48,Tx,Texas,2759,2.75,6069,3.19"
"13,Ga,Georgia,2599,2.59,5443,2.86"
"25,Ma,Massachusetts,2279,2.27,3696,1.94"
"09,Ct,Connecticut,1900,1.89,3469,1.82"
"17,Il,Illinois,1694,1.69,3371,1.77"
"45,Sc,South Carolina,1681,1.68,3421,1.8"
"39,Oh,Ohio,1647,1.64,3395,1.79"
"10,De,Delaware,1381,1.38,2592,1.36"
"04,Az,Arizona,1206,1.2,2240,1.18"
"08,Co,Colorado,1155,1.15,2091,1.1"
"26,Mi,Michigan,910,0.91,1886,0.99"
"53,Wa,Washington,807,0.8,1529,0.8"
"47,Tn,Tennessee,782,0.78,1669,0.88"
"32,Nv,Nevada,744,0.74,1378,0.72"
"18,In,Indiana,585,0.58,1254,0.66"
"29,Mo,Missouri,556,0.55,1167,0.61"
"11,Dc,District of Columbia,505,0.5,633,0.33"
"33,Nh,New Hampshire,495,0.49,958,0.5"
"22,La,Louisiana,493,0.49,1039,0.55"
"01,Al,Alabama,473,0.47,1017,0.53"
"23,Me,Maine,424,0.42,859,0.45"
"50,Vt,Vermont,417,0.42,729,0.38"
"27,Mn,Minnesota,396,0.39,811,0.43"
"54,Wv,West Virginia,382,0.38,763,0.4"
"15,Hi,Hawaii,379,0.38,659,0.35"
"21,Ky,Kentucky,375,0.37,776,0.41"
"55,Wi,Wisconsin,372,0.37,739,0.39"
"44,Ri,Rhode Island,362,0.36,639,0.34"
"41,Or,Oregon,314,0.31,644,0.34"
"35,Nm,New Mexico,279,0.28,521,0.27"
"40,Ok,Oklahoma,267,0.27,593,0.31"
"20,Ks,Kansas,258,0.26,583,0.31"
"19,Ia,Iowa,210,0.21,420,0.22"
"49,Ut,Utah,199,0.2,405,0.21"
"28,Ms,Mississippi,171,0.17,380,0.2"
"05,Ar,Arkansas,164,0.16,355,0.19"
"02,Ak,Alaska,148,0.15,302,0.16"
"31,Ne,Nebraska,126,0.13,260,0.14"
"30,Mt,Montana,122,0.12,206,0.11"
"16,Id,Idaho,102,0.1,195,0.1"
"56,Wy,Wyoming,64,0.06,108,0.06"
"46,Sd,South Dakota,42,0.04,79,0.04"
"38,Nd,North Dakota,39,0.04,62,0.03"
"34,,State Non-Migrant,2934946,,6242506,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
