"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,15-Hawaii,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,24896,,53106,"
"06,Ca,California,6158,24.73,11854,22.32"
"53,Wa,Washington,1865,7.49,3975,7.49"
"57,FR,Foreign,1754,7.05,3365,6.34"
"48,Tx,Texas,1367,5.49,3113,5.86"
"12,Fl,Florida,1147,4.61,2527,4.76"
"51,Va,Virginia,999,4.01,2701,5.09"
"32,Nv,Nevada,751,3.02,1540,2.9"
"41,Or,Oregon,728,2.92,1392,2.62"
"04,Az,Arizona,639,2.57,1306,2.46"
"08,Co,Colorado,620,2.49,1314,2.47"
"36,Ny,New York,582,2.34,1135,2.14"
"37,Nc,North Carolina,572,2.3,1526,2.87"
"17,Il,Illinois,507,2.04,1036,1.95"
"13,Ga,Georgia,507,2.04,1311,2.47"
"24,Md,Maryland,486,1.95,1194,2.25"
"42,Pa,Pennsylvania,419,1.68,875,1.65"
"39,Oh,Ohio,335,1.35,689,1.3"
"26,Mi,Michigan,328,1.32,618,1.16"
"22,La,Louisiana,321,1.29,838,1.58"
"45,Sc,South Carolina,300,1.21,759,1.43"
"29,Mo,Missouri,298,1.2,707,1.33"
"25,Ma,Massachusetts,278,1.12,530,1"
"01,Al,Alabama,261,1.05,673,1.27"
"47,Tn,Tennessee,252,1.01,667,1.26"
"02,Ak,Alaska,252,1.01,455,0.86"
"40,Ok,Oklahoma,247,0.99,670,1.26"
"34,Nj,New Jersey,242,0.97,506,0.95"
"18,In,Indiana,234,0.94,497,0.94"
"49,Ut,Utah,232,0.93,554,1.04"
"21,Ky,Kentucky,207,0.83,474,0.89"
"27,Mn,Minnesota,200,0.8,361,0.68"
"35,Nm,New Mexico,192,0.77,398,0.75"
"20,Ks,Kansas,192,0.77,511,0.96"
"55,Wi,Wisconsin,182,0.73,363,0.68"
"09,Ct,Connecticut,147,0.59,332,0.63"
"16,Id,Idaho,129,0.52,278,0.52"
"19,Ia,Iowa,112,0.45,211,0.4"
"05,Ar,Arkansas,110,0.44,247,0.47"
"31,Ne,Nebraska,104,0.42,237,0.45"
"30,Mt,Montana,97,0.39,191,0.36"
"28,Ms,Mississippi,81,0.33,189,0.36"
"44,Ri,Rhode Island,66,0.27,162,0.31"
"23,Me,Maine,60,0.24,120,0.23"
"11,Dc,District of Columbia,59,0.24,117,0.22"
"54,Wv,West Virginia,50,0.2,117,0.22"
"33,Nh,New Hampshire,50,0.2,99,0.19"
"46,Sd,South Dakota,48,0.19,95,0.18"
"56,Wy,Wyoming,43,0.17,94,0.18"
"38,Nd,North Dakota,40,0.16,87,0.16"
"50,Vt,Vermont,24,0.1,40,0.08"
"10,De,Delaware,22,0.09,56,0.11"
"15,,State Non-Migrant,409367,,869605,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
