"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,45-South Carolina,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,42737,,90930,"
"37,Nc,North Carolina,7904,18.49,15912,17.5"
"13,Ga,Georgia,5464,12.79,11250,12.37"
"12,Fl,Florida,4131,9.67,8726,9.6"
"57,FR,Foreign,2748,6.43,5738,6.31"
"51,Va,Virginia,2458,5.75,5550,6.1"
"48,Tx,Texas,1716,4.02,3965,4.36"
"06,Ca,California,1606,3.76,3317,3.65"
"47,Tn,Tennessee,1473,3.45,3444,3.79"
"39,Oh,Ohio,1272,2.98,2754,3.03"
"36,Ny,New York,1238,2.9,2284,2.51"
"42,Pa,Pennsylvania,1086,2.54,2305,2.53"
"24,Md,Maryland,901,2.11,1789,1.97"
"01,Al,Alabama,884,2.07,1986,2.18"
"17,Il,Illinois,711,1.66,1610,1.77"
"26,Mi,Michigan,594,1.39,1236,1.36"
"34,Nj,New Jersey,584,1.37,1202,1.32"
"22,La,Louisiana,575,1.35,1314,1.45"
"18,In,Indiana,565,1.32,1299,1.43"
"21,Ky,Kentucky,498,1.17,1100,1.21"
"54,Wv,West Virginia,492,1.15,1039,1.14"
"08,Co,Colorado,443,1.04,871,0.96"
"53,Wa,Washington,411,0.96,916,1.01"
"09,Ct,Connecticut,387,0.91,867,0.95"
"28,Ms,Mississippi,382,0.89,936,1.03"
"04,Az,Arizona,333,0.78,778,0.86"
"29,Mo,Missouri,327,0.77,765,0.84"
"40,Ok,Oklahoma,319,0.75,718,0.79"
"15,Hi,Hawaii,274,0.64,743,0.82"
"25,Ma,Massachusetts,261,0.61,505,0.56"
"55,Wi,Wisconsin,260,0.61,628,0.69"
"05,Ar,Arkansas,241,0.56,584,0.64"
"11,Dc,District of Columbia,200,0.47,331,0.36"
"20,Ks,Kansas,185,0.43,411,0.45"
"32,Nv,Nevada,167,0.39,358,0.39"
"27,Mn,Minnesota,151,0.35,329,0.36"
"23,Me,Maine,138,0.32,333,0.37"
"10,De,Delaware,135,0.32,280,0.31"
"19,Ia,Iowa,131,0.31,299,0.33"
"41,Or,Oregon,126,0.29,255,0.28"
"35,Nm,New Mexico,125,0.29,259,0.28"
"02,Ak,Alaska,118,0.28,282,0.31"
"44,Ri,Rhode Island,115,0.27,286,0.31"
"49,Ut,Utah,111,0.26,268,0.29"
"33,Nh,New Hampshire,100,0.23,196,0.22"
"31,Ne,Nebraska,91,0.21,227,0.25"
"16,Id,Idaho,86,0.2,233,0.26"
"56,Wy,Wyoming,52,0.12,116,0.13"
"30,Mt,Montana,50,0.12,92,0.1"
"50,Vt,Vermont,43,0.1,90,0.1"
"38,Nd,North Dakota,39,0.09,81,0.09"
"46,Sd,South Dakota,36,0.08,73,0.08"
"45,,State Non-Migrant,1195471,,2728646,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
