"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,10-Delaware,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,10300,,20213,"
"42,Pa,Pennsylvania,2109,20.48,4061,20.09"
"24,Md,Maryland,1875,18.2,3516,17.39"
"12,Fl,Florida,823,7.99,1546,7.65"
"34,Nj,New Jersey,620,6.02,1103,5.46"
"51,Va,Virginia,542,5.26,1034,5.12"
"36,Ny,New York,386,3.75,693,3.43"
"06,Ca,California,371,3.6,647,3.2"
"37,Nc,North Carolina,364,3.53,830,4.11"
"57,FR,Foreign,360,3.5,719,3.56"
"48,Tx,Texas,347,3.37,796,3.94"
"13,Ga,Georgia,252,2.45,550,2.72"
"39,Oh,Ohio,185,1.8,416,2.06"
"17,Il,Illinois,176,1.71,354,1.75"
"45,Sc,South Carolina,145,1.41,294,1.45"
"25,Ma,Massachusetts,131,1.27,235,1.16"
"47,Tn,Tennessee,119,1.16,264,1.31"
"54,Wv,West Virginia,114,1.11,249,1.23"
"26,Mi,Michigan,108,1.05,257,1.27"
"08,Co,Colorado,98,0.95,169,0.84"
"09,Ct,Connecticut,86,0.83,166,0.82"
"01,Al,Alabama,77,0.75,173,0.86"
"04,Az,Arizona,75,0.73,161,0.8"
"21,Ky,Kentucky,70,0.68,182,0.9"
"53,Wa,Washington,68,0.66,130,0.64"
"11,Dc,District of Columbia,62,0.6,74,0.37"
"18,In,Indiana,62,0.6,120,0.59"
"22,La,Louisiana,60,0.58,121,0.6"
"29,Mo,Missouri,55,0.53,129,0.64"
"40,Ok,Oklahoma,43,0.42,107,0.53"
"32,Nv,Nevada,40,0.39,79,0.39"
"55,Wi,Wisconsin,39,0.38,77,0.38"
"23,Me,Maine,36,0.35,73,0.36"
"27,Mn,Minnesota,34,0.33,75,0.37"
"15,Hi,Hawaii,33,0.32,64,0.32"
"33,Nh,New Hampshire,31,0.3,67,0.33"
"41,Or,Oregon,29,0.28,48,0.24"
"44,Ri,Rhode Island,28,0.27,58,0.29"
"20,Ks,Kansas,27,0.26,67,0.33"
"28,Ms,Mississippi,27,0.26,64,0.32"
"35,Nm,New Mexico,24,0.23,64,0.32"
"05,Ar,Arkansas,23,0.22,43,0.21"
"49,Ut,Utah,20,0.19,58,0.29"
"50,Vt,Vermont,19,0.18,31,0.15"
"19,Ia,Iowa,19,0.18,47,0.23"
"31,Ne,Nebraska,16,0.16,51,0.25"
"46,Sd,South Dakota,16,0.16,29,0.14"
"02,Ak,Alaska,15,0.15,31,0.15"
"30,Mt,Montana,14,0.14,33,0.16"
"38,Nd,North Dakota,9,0.09,16,0.08"
"56,Wy,Wyoming,9,0.09,15,0.07"
"16,Id,Idaho,9,0.09,27,0.13"
"10,,State Non-Migrant,251510,,545098,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
