"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,32-Nevada,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,28611,,56079,"
"06,Ca,California,8273,28.92,14905,26.58"
"04,Az,Arizona,2249,7.86,4661,8.31"
"48,Tx,Texas,1499,5.24,3159,5.63"
"49,Ut,Utah,1482,5.18,3525,6.29"
"53,Wa,Washington,1377,4.81,2730,4.87"
"08,Co,Colorado,1146,4.01,2291,4.09"
"41,Or,Oregon,1092,3.82,2091,3.73"
"12,Fl,Florida,1012,3.54,1880,3.35"
"16,Id,Idaho,937,3.27,2024,3.61"
"57,FR,Foreign,871,3.04,1780,3.17"
"17,Il,Illinois,555,1.94,1038,1.85"
"35,Nm,New Mexico,496,1.73,1102,1.97"
"36,Ny,New York,433,1.51,723,1.29"
"39,Oh,Ohio,415,1.45,763,1.36"
"40,Ok,Oklahoma,361,1.26,750,1.34"
"56,Wy,Wyoming,353,1.23,729,1.3"
"26,Mi,Michigan,348,1.22,630,1.12"
"30,Mt,Montana,341,1.19,713,1.27"
"29,Mo,Missouri,323,1.13,658,1.17"
"42,Pa,Pennsylvania,313,1.09,576,1.03"
"55,Wi,Wisconsin,279,0.98,508,0.91"
"27,Mn,Minnesota,272,0.95,474,0.85"
"13,Ga,Georgia,264,0.92,545,0.97"
"51,Va,Virginia,261,0.91,581,1.04"
"18,In,Indiana,258,0.9,490,0.87"
"15,Hi,Hawaii,252,0.88,441,0.79"
"20,Ks,Kansas,235,0.82,501,0.89"
"19,Ia,Iowa,232,0.81,474,0.85"
"22,La,Louisiana,227,0.79,486,0.87"
"47,Tn,Tennessee,223,0.78,428,0.76"
"37,Nc,North Carolina,223,0.78,441,0.79"
"02,Ak,Alaska,205,0.72,446,0.8"
"05,Ar,Arkansas,187,0.65,375,0.67"
"34,Nj,New Jersey,181,0.63,321,0.57"
"45,Sc,South Carolina,176,0.62,418,0.75"
"21,Ky,Kentucky,148,0.52,276,0.49"
"31,Ne,Nebraska,140,0.49,271,0.48"
"46,Sd,South Dakota,136,0.48,257,0.46"
"24,Md,Maryland,134,0.47,271,0.48"
"01,Al,Alabama,120,0.42,267,0.48"
"28,Ms,Mississippi,109,0.38,211,0.38"
"25,Ma,Massachusetts,107,0.37,183,0.33"
"09,Ct,Connecticut,74,0.26,126,0.22"
"38,Nd,North Dakota,74,0.26,132,0.24"
"54,Wv,West Virginia,55,0.19,114,0.2"
"23,Me,Maine,43,0.15,94,0.17"
"33,Nh,New Hampshire,35,0.12,70,0.12"
"11,Dc,District of Columbia,27,0.09,30,0.05"
"44,Ri,Rhode Island,26,0.09,48,0.09"
"10,De,Delaware,17,0.06,45,0.08"
"50,Vt,Vermont,15,0.05,27,0.05"
"32,,State Non-Migrant,434693,,918765,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
