"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,41-Oregon,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,35253,,68729,"
"53,Wa,Washington,10248,29.07,20153,29.32"
"06,Ca,California,7881,22.36,14577,21.21"
"16,Id,Idaho,1714,4.86,3721,5.41"
"04,Az,Arizona,1351,3.83,2624,3.82"
"57,FR,Foreign,1287,3.65,2066,3.01"
"32,Nv,Nevada,1111,3.15,2107,3.07"
"48,Tx,Texas,1100,3.12,2411,3.51"
"02,Ak,Alaska,1043,2.96,2098,3.05"
"08,Co,Colorado,857,2.43,1636,2.38"
"12,Fl,Florida,644,1.83,1241,1.81"
"49,Ut,Utah,580,1.65,1318,1.92"
"30,Mt,Montana,568,1.61,1252,1.82"
"15,Hi,Hawaii,510,1.45,814,1.18"
"17,Il,Illinois,434,1.23,844,1.23"
"36,Ny,New York,382,1.08,630,0.92"
"51,Va,Virginia,324,0.92,589,0.86"
"27,Mn,Minnesota,318,0.9,641,0.93"
"29,Mo,Missouri,288,0.82,654,0.95"
"35,Nm,New Mexico,272,0.77,579,0.84"
"37,Nc,North Carolina,250,0.71,486,0.71"
"26,Mi,Michigan,250,0.71,492,0.72"
"13,Ga,Georgia,243,0.69,500,0.73"
"55,Wi,Wisconsin,242,0.69,461,0.67"
"39,Oh,Ohio,240,0.68,475,0.69"
"40,Ok,Oklahoma,219,0.62,513,0.75"
"42,Pa,Pennsylvania,219,0.62,434,0.63"
"20,Ks,Kansas,206,0.58,427,0.62"
"56,Wy,Wyoming,195,0.55,416,0.61"
"47,Tn,Tennessee,167,0.47,331,0.48"
"18,In,Indiana,162,0.46,329,0.48"
"25,Ma,Massachusetts,161,0.46,274,0.4"
"19,Ia,Iowa,152,0.43,351,0.51"
"24,Md,Maryland,150,0.43,264,0.38"
"05,Ar,Arkansas,148,0.42,336,0.49"
"31,Ne,Nebraska,146,0.41,343,0.5"
"34,Nj,New Jersey,126,0.36,193,0.28"
"22,La,Louisiana,124,0.35,257,0.37"
"09,Ct,Connecticut,115,0.33,194,0.28"
"46,Sd,South Dakota,112,0.32,237,0.34"
"21,Ky,Kentucky,111,0.31,248,0.36"
"45,Sc,South Carolina,101,0.29,210,0.31"
"01,Al,Alabama,99,0.28,220,0.32"
"38,Nd,North Dakota,78,0.22,153,0.22"
"28,Ms,Mississippi,76,0.22,162,0.24"
"11,Dc,District of Columbia,62,0.18,77,0.11"
"23,Me,Maine,44,0.12,81,0.12"
"54,Wv,West Virginia,42,0.12,90,0.13"
"33,Nh,New Hampshire,41,0.12,98,0.14"
"50,Vt,Vermont,27,0.08,59,0.09"
"44,Ri,Rhode Island,17,0.05,30,0.04"
"10,De,Delaware,16,0.05,33,0.05"
"41,,State Non-Migrant,975164,,2168373,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
