"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,18-Indiana,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,54571,,107455,"
"17,Il,Illinois,6648,12.18,12193,11.35"
"12,Fl,Florida,6077,11.14,11292,10.51"
"39,Oh,Ohio,5068,9.29,10427,9.7"
"21,Ky,Kentucky,4096,7.51,8340,7.76"
"26,Mi,Michigan,3707,6.79,7674,7.14"
"06,Ca,California,2957,5.42,5098,4.74"
"48,Tx,Texas,2618,4.8,5328,4.96"
"57,FR,Foreign,2043,3.74,3703,3.45"
"47,Tn,Tennessee,1933,3.54,4109,3.82"
"13,Ga,Georgia,1428,2.62,2813,2.62"
"37,Nc,North Carolina,1218,2.23,2604,2.42"
"29,Mo,Missouri,1190,2.18,2577,2.4"
"04,Az,Arizona,1127,2.07,2176,2.03"
"51,Va,Virginia,1105,2.02,2166,2.02"
"55,Wi,Wisconsin,1055,1.93,2272,2.11"
"42,Pa,Pennsylvania,1032,1.89,2149,2"
"36,Ny,New York,919,1.68,1647,1.53"
"08,Co,Colorado,890,1.63,1735,1.61"
"45,Sc,South Carolina,667,1.22,1372,1.28"
"01,Al,Alabama,666,1.22,1413,1.31"
"27,Mn,Minnesota,655,1.2,1297,1.21"
"53,Wa,Washington,636,1.17,1211,1.13"
"24,Md,Maryland,508,0.93,957,0.89"
"19,Ia,Iowa,489,0.9,1118,1.04"
"05,Ar,Arkansas,451,0.83,977,0.91"
"40,Ok,Oklahoma,446,0.82,977,0.91"
"34,Nj,New Jersey,436,0.8,883,0.82"
"22,La,Louisiana,429,0.79,878,0.82"
"20,Ks,Kansas,410,0.75,893,0.83"
"32,Nv,Nevada,404,0.74,709,0.66"
"28,Ms,Mississippi,345,0.63,736,0.68"
"25,Ma,Massachusetts,326,0.6,519,0.48"
"54,Wv,West Virginia,271,0.5,635,0.59"
"41,Or,Oregon,270,0.49,515,0.48"
"35,Nm,New Mexico,240,0.44,476,0.44"
"15,Hi,Hawaii,239,0.44,428,0.4"
"09,Ct,Connecticut,223,0.41,445,0.41"
"31,Ne,Nebraska,219,0.4,475,0.44"
"49,Ut,Utah,162,0.3,342,0.32"
"02,Ak,Alaska,142,0.26,251,0.23"
"16,Id,Idaho,101,0.19,237,0.22"
"11,Dc,District of Columbia,93,0.17,112,0.1"
"46,Sd,South Dakota,89,0.16,175,0.16"
"56,Wy,Wyoming,83,0.15,172,0.16"
"23,Me,Maine,82,0.15,161,0.15"
"10,De,Delaware,80,0.15,155,0.14"
"30,Mt,Montana,80,0.15,175,0.16"
"38,Nd,North Dakota,70,0.13,161,0.15"
"33,Nh,New Hampshire,68,0.12,143,0.13"
"50,Vt,Vermont,40,0.07,86,0.08"
"44,Ri,Rhode Island,40,0.07,68,0.06"
"18,,State Non-Migrant,2010046,,4603183,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
