"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,06-California,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,277327,,571032,"
"53,Wa,Washington,22979,8.29,49410,8.65"
"48,Tx,Texas,22244,8.02,51172,8.96"
"57,FR,Foreign,20375,7.35,39086,6.84"
"04,Az,Arizona,19465,7.02,41262,7.23"
"41,Or,Oregon,18679,6.74,39160,6.86"
"32,Nv,Nevada,18169,6.55,35962,6.3"
"12,Fl,Florida,12201,4.4,24697,4.32"
"08,Co,Colorado,10996,3.96,22267,3.9"
"17,Il,Illinois,9156,3.3,18821,3.3"
"36,Ny,New York,8660,3.12,14447,2.53"
"15,Hi,Hawaii,6849,2.47,12728,2.23"
"51,Va,Virginia,6756,2.44,14898,2.61"
"39,Oh,Ohio,5501,1.98,11026,1.93"
"49,Ut,Utah,5308,1.91,12291,2.15"
"13,Ga,Georgia,5064,1.83,11139,1.95"
"26,Mi,Michigan,4947,1.78,9636,1.69"
"42,Pa,Pennsylvania,4866,1.75,9460,1.66"
"16,Id,Idaho,4642,1.67,10961,1.92"
"29,Mo,Missouri,4283,1.54,8799,1.54"
"35,Nm,New Mexico,4153,1.5,8702,1.52"
"37,Nc,North Carolina,4098,1.48,8711,1.53"
"40,Ok,Oklahoma,3920,1.41,8300,1.45"
"25,Ma,Massachusetts,3694,1.33,6016,1.05"
"34,Nj,New Jersey,3647,1.32,7056,1.24"
"27,Mn,Minnesota,3494,1.26,6587,1.15"
"24,Md,Maryland,3368,1.21,6653,1.17"
"47,Tn,Tennessee,3159,1.14,6780,1.19"
"18,In,Indiana,3079,1.11,6158,1.08"
"55,Wi,Wisconsin,2925,1.05,5594,0.98"
"22,La,Louisiana,2750,0.99,5722,1"
"05,Ar,Arkansas,2441,0.88,5260,0.92"
"20,Ks,Kansas,2305,0.83,5166,0.9"
"19,Ia,Iowa,2290,0.83,4971,0.87"
"09,Ct,Connecticut,2036,0.73,3884,0.68"
"02,Ak,Alaska,2030,0.73,4016,0.7"
"30,Mt,Montana,1935,0.7,3925,0.69"
"01,Al,Alabama,1931,0.7,4195,0.73"
"45,Sc,South Carolina,1863,0.67,4103,0.72"
"31,Ne,Nebraska,1726,0.62,3707,0.65"
"21,Ky,Kentucky,1575,0.57,3178,0.56"
"28,Ms,Mississippi,1283,0.46,2846,0.5"
"56,Wy,Wyoming,1016,0.37,2169,0.38"
"11,Dc,District of Columbia,985,0.36,1295,0.23"
"46,Sd,South Dakota,715,0.26,1391,0.24"
"23,Me,Maine,690,0.25,1352,0.24"
"44,Ri,Rhode Island,666,0.24,1393,0.24"
"33,Nh,New Hampshire,649,0.23,1194,0.21"
"38,Nd,North Dakota,531,0.19,1025,0.18"
"54,Wv,West Virginia,476,0.17,969,0.17"
"10,De,Delaware,386,0.14,834,0.15"
"50,Vt,Vermont,371,0.13,658,0.12"
"06,,State Non-Migrant,10211835,,23010999,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
