"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,22-Louisiana,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,45939,,99992,"
"48,Tx,Texas,11451,24.93,24997,25"
"28,Ms,Mississippi,3338,7.27,7684,7.68"
"12,Fl,Florida,3235,7.04,6686,6.69"
"06,Ca,California,3207,6.98,6397,6.4"
"57,FR,Foreign,2713,5.91,5611,5.61"
"13,Ga,Georgia,2364,5.15,5083,5.08"
"01,Al,Alabama,1639,3.57,3807,3.81"
"05,Ar,Arkansas,1543,3.36,3786,3.79"
"47,Tn,Tennessee,1332,2.9,3020,3.02"
"51,Va,Virginia,1156,2.52,2527,2.53"
"37,Nc,North Carolina,1104,2.4,2378,2.38"
"17,Il,Illinois,830,1.81,1774,1.77"
"40,Ok,Oklahoma,770,1.68,1827,1.83"
"36,Ny,New York,708,1.54,1348,1.35"
"39,Oh,Ohio,699,1.52,1547,1.55"
"08,Co,Colorado,690,1.5,1452,1.45"
"45,Sc,South Carolina,688,1.5,1582,1.58"
"29,Mo,Missouri,668,1.45,1514,1.51"
"53,Wa,Washington,627,1.36,1330,1.33"
"42,Pa,Pennsylvania,541,1.18,1131,1.13"
"24,Md,Maryland,519,1.13,1050,1.05"
"26,Mi,Michigan,511,1.11,1116,1.12"
"18,In,Indiana,472,1.03,1117,1.12"
"04,Az,Arizona,440,0.96,934,0.93"
"21,Ky,Kentucky,428,0.93,972,0.97"
"32,Nv,Nevada,348,0.76,714,0.71"
"34,Nj,New Jersey,332,0.72,697,0.7"
"20,Ks,Kansas,332,0.72,780,0.78"
"25,Ma,Massachusetts,285,0.62,524,0.52"
"15,Hi,Hawaii,278,0.61,658,0.66"
"02,Ak,Alaska,266,0.58,641,0.64"
"35,Nm,New Mexico,251,0.55,592,0.59"
"55,Wi,Wisconsin,231,0.5,500,0.5"
"27,Mn,Minnesota,211,0.46,449,0.45"
"41,Or,Oregon,202,0.44,433,0.43"
"09,Ct,Connecticut,201,0.44,415,0.42"
"19,Ia,Iowa,186,0.4,407,0.41"
"31,Ne,Nebraska,182,0.4,410,0.41"
"54,Wv,West Virginia,140,0.3,322,0.32"
"49,Ut,Utah,138,0.3,322,0.32"
"11,Dc,District of Columbia,132,0.29,191,0.19"
"56,Wy,Wyoming,90,0.2,248,0.25"
"23,Me,Maine,75,0.16,161,0.16"
"46,Sd,South Dakota,63,0.14,156,0.16"
"30,Mt,Montana,60,0.13,141,0.14"
"16,Id,Idaho,54,0.12,128,0.13"
"33,Nh,New Hampshire,53,0.12,115,0.12"
"44,Ri,Rhode Island,49,0.11,98,0.1"
"38,Nd,North Dakota,43,0.09,99,0.1"
"10,De,Delaware,37,0.08,80,0.08"
"50,Vt,Vermont,27,0.06,41,0.04"
"22,,State Non-Migrant,1294531,,3150727,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
