"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,25-Massachusetts,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,83747,,143954,"
"12,Fl,Florida,11823,14.12,21179,14.71"
"33,Nh,New Hampshire,8990,10.73,16092,11.18"
"06,Ca,California,8368,9.99,11988,8.33"
"36,Ny,New York,7154,8.54,10959,7.61"
"09,Ct,Connecticut,4744,5.66,7626,5.3"
"44,Ri,Rhode Island,3540,4.23,5842,4.06"
"57,FR,Foreign,3258,3.89,6043,4.2"
"23,Me,Maine,2696,3.22,4888,3.4"
"42,Pa,Pennsylvania,2596,3.1,4787,3.33"
"51,Va,Virginia,2558,3.05,4498,3.12"
"34,Nj,New Jersey,2317,2.77,4020,2.79"
"48,Tx,Texas,2285,2.73,4387,3.05"
"37,Nc,North Carolina,1759,2.1,3450,2.4"
"17,Il,Illinois,1664,1.99,2743,1.91"
"24,Md,Maryland,1656,1.98,2909,2.02"
"13,Ga,Georgia,1582,1.89,3022,2.1"
"50,Vt,Vermont,1450,1.73,2549,1.77"
"39,Oh,Ohio,1435,1.71,2734,1.9"
"08,Co,Colorado,1322,1.58,2108,1.46"
"53,Wa,Washington,1261,1.51,1973,1.37"
"04,Az,Arizona,1032,1.23,1768,1.23"
"26,Mi,Michigan,1008,1.2,1806,1.25"
"45,Sc,South Carolina,883,1.05,1735,1.21"
"11,Dc,District of Columbia,657,0.78,782,0.54"
"27,Mn,Minnesota,579,0.69,966,0.67"
"41,Or,Oregon,522,0.62,853,0.59"
"15,Hi,Hawaii,504,0.6,777,0.54"
"55,Wi,Wisconsin,502,0.6,909,0.63"
"47,Tn,Tennessee,496,0.59,1057,0.73"
"29,Mo,Missouri,490,0.59,971,0.67"
"18,In,Indiana,482,0.58,934,0.65"
"32,Nv,Nevada,455,0.54,779,0.54"
"22,La,Louisiana,423,0.51,804,0.56"
"35,Nm,New Mexico,414,0.49,647,0.45"
"01,Al,Alabama,357,0.43,753,0.52"
"21,Ky,Kentucky,286,0.34,563,0.39"
"19,Ia,Iowa,254,0.3,436,0.3"
"49,Ut,Utah,239,0.29,414,0.29"
"40,Ok,Oklahoma,224,0.27,399,0.28"
"10,De,Delaware,202,0.24,408,0.28"
"20,Ks,Kansas,194,0.23,412,0.29"
"54,Wv,West Virginia,172,0.21,337,0.23"
"02,Ak,Alaska,147,0.18,256,0.18"
"05,Ar,Arkansas,136,0.16,276,0.19"
"28,Ms,Mississippi,123,0.15,257,0.18"
"30,Mt,Montana,121,0.14,200,0.14"
"16,Id,Idaho,108,0.13,176,0.12"
"31,Ne,Nebraska,107,0.13,205,0.14"
"56,Wy,Wyoming,71,0.08,100,0.07"
"38,Nd,North Dakota,59,0.07,101,0.07"
"46,Sd,South Dakota,42,0.05,76,0.05"
"25,,State Non-Migrant,2274123,,4643620,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
