"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,05-Arkansas,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,28859,,62373,"
"48,Tx,Texas,5289,18.33,11287,18.1"
"40,Ok,Oklahoma,2567,8.89,5761,9.24"
"29,Mo,Missouri,2284,7.91,5101,8.18"
"47,Tn,Tennessee,2059,7.13,4232,6.78"
"06,Ca,California,1657,5.74,3288,5.27"
"22,La,Louisiana,1409,4.88,3295,5.28"
"12,Fl,Florida,1272,4.41,2610,4.18"
"57,FR,Foreign,1134,3.93,2173,3.48"
"17,Il,Illinois,960,3.33,2045,3.28"
"28,Ms,Mississippi,899,3.12,2127,3.41"
"13,Ga,Georgia,697,2.42,1549,2.48"
"20,Ks,Kansas,608,2.11,1333,2.14"
"08,Co,Colorado,518,1.79,1100,1.76"
"51,Va,Virginia,502,1.74,1088,1.74"
"01,Al,Alabama,498,1.73,1193,1.91"
"37,Nc,North Carolina,498,1.73,1124,1.8"
"04,Az,Arizona,452,1.57,994,1.59"
"18,In,Indiana,438,1.52,1011,1.62"
"26,Mi,Michigan,433,1.5,888,1.42"
"39,Oh,Ohio,382,1.32,859,1.38"
"53,Wa,Washington,338,1.17,739,1.18"
"19,Ia,Iowa,313,1.08,683,1.1"
"21,Ky,Kentucky,310,1.07,733,1.18"
"45,Sc,South Carolina,284,0.98,669,1.07"
"55,Wi,Wisconsin,275,0.95,594,0.95"
"36,Ny,New York,261,0.9,503,0.81"
"32,Nv,Nevada,231,0.8,443,0.71"
"31,Ne,Nebraska,227,0.79,486,0.78"
"42,Pa,Pennsylvania,219,0.76,450,0.72"
"35,Nm,New Mexico,216,0.75,439,0.7"
"41,Or,Oregon,200,0.69,459,0.74"
"27,Mn,Minnesota,195,0.68,445,0.71"
"24,Md,Maryland,190,0.66,438,0.7"
"02,Ak,Alaska,131,0.45,299,0.48"
"15,Hi,Hawaii,116,0.4,208,0.33"
"34,Nj,New Jersey,94,0.33,176,0.28"
"49,Ut,Utah,93,0.32,238,0.38"
"25,Ma,Massachusetts,81,0.28,136,0.22"
"16,Id,Idaho,78,0.27,184,0.29"
"09,Ct,Connecticut,73,0.25,150,0.24"
"46,Sd,South Dakota,61,0.21,132,0.21"
"56,Wy,Wyoming,52,0.18,128,0.21"
"54,Wv,West Virginia,47,0.16,127,0.2"
"30,Mt,Montana,42,0.15,100,0.16"
"10,De,Delaware,36,0.12,88,0.14"
"38,Nd,North Dakota,33,0.11,76,0.12"
"11,Dc,District of Columbia,31,0.11,35,0.06"
"23,Me,Maine,29,0.1,63,0.1"
"33,Nh,New Hampshire,23,0.08,45,0.07"
"50,Vt,Vermont,13,0.05,28,0.04"
"44,Ri,Rhode Island,11,0.04,21,0.03"
"05,,State Non-Migrant,761427,,1797091,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
