"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,12-Florida,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,181009,,350937,"
"13,Ga,Georgia,16032,8.86,32032,9.13"
"36,Ny,New York,12271,6.78,21103,6.01"
"48,Tx,Texas,11126,6.15,24678,7.03"
"06,Ca,California,10382,5.74,18766,5.35"
"57,FR,Foreign,10143,5.6,19857,5.66"
"37,Nc,North Carolina,9357,5.17,19204,5.47"
"39,Oh,Ohio,8590,4.75,16175,4.61"
"51,Va,Virginia,7301,4.03,14987,4.27"
"42,Pa,Pennsylvania,6883,3.8,12596,3.59"
"01,Al,Alabama,6388,3.53,13515,3.85"
"17,Il,Illinois,6333,3.5,11665,3.32"
"26,Mi,Michigan,6014,3.32,10947,3.12"
"47,Tn,Tennessee,5934,3.28,12400,3.53"
"34,Nj,New Jersey,5326,2.94,9585,2.73"
"45,Sc,South Carolina,4785,2.64,10245,2.92"
"18,In,Indiana,4642,2.56,8971,2.56"
"24,Md,Maryland,3768,2.08,6940,1.98"
"25,Ma,Massachusetts,3749,2.07,6164,1.76"
"21,Ky,Kentucky,3232,1.79,6665,1.9"
"22,La,Louisiana,3063,1.69,6180,1.76"
"09,Ct,Connecticut,2820,1.56,4990,1.42"
"08,Co,Colorado,2802,1.55,5184,1.48"
"29,Mo,Missouri,2340,1.29,4636,1.32"
"55,Wi,Wisconsin,2199,1.21,4003,1.14"
"53,Wa,Washington,2189,1.21,4214,1.2"
"28,Ms,Mississippi,2075,1.15,4455,1.27"
"04,Az,Arizona,1978,1.09,3702,1.05"
"27,Mn,Minnesota,1624,0.9,2957,0.84"
"54,Wv,West Virginia,1567,0.87,3096,0.88"
"32,Nv,Nevada,1505,0.83,2748,0.78"
"40,Ok,Oklahoma,1396,0.77,2826,0.81"
"05,Ar,Arkansas,1254,0.69,2658,0.76"
"23,Me,Maine,1152,0.64,2097,0.6"
"19,Ia,Iowa,1048,0.58,2037,0.58"
"20,Ks,Kansas,972,0.54,2075,0.59"
"15,Hi,Hawaii,961,0.53,1760,0.5"
"33,Nh,New Hampshire,929,0.51,1614,0.46"
"35,Nm,New Mexico,859,0.47,1682,0.48"
"44,Ri,Rhode Island,809,0.45,1527,0.44"
"41,Or,Oregon,798,0.44,1476,0.42"
"02,Ak,Alaska,596,0.33,1246,0.36"
"10,De,Delaware,529,0.29,977,0.28"
"11,Dc,District of Columbia,506,0.28,741,0.21"
"49,Ut,Utah,506,0.28,1141,0.33"
"50,Vt,Vermont,471,0.26,797,0.23"
"16,Id,Idaho,465,0.26,952,0.27"
"31,Ne,Nebraska,440,0.24,862,0.25"
"30,Mt,Montana,293,0.16,594,0.17"
"46,Sd,South Dakota,220,0.12,440,0.13"
"56,Wy,Wyoming,219,0.12,454,0.13"
"38,Nd,North Dakota,168,0.09,321,0.09"
"12,,State Non-Migrant,4651745,,9716734,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
