"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,56-Wyoming,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,10848,,22869,"
"08,Co,Colorado,1670,15.39,3425,14.98"
"06,Ca,California,816,7.52,1528,6.68"
"30,Mt,Montana,715,6.59,1420,6.21"
"49,Ut,Utah,632,5.83,1418,6.2"
"48,Tx,Texas,536,4.94,1198,5.24"
"53,Wa,Washington,535,4.93,1133,4.95"
"04,Az,Arizona,505,4.66,978,4.28"
"32,Nv,Nevada,472,4.35,1024,4.48"
"31,Ne,Nebraska,420,3.87,914,4"
"16,Id,Idaho,409,3.77,957,4.18"
"46,Sd,South Dakota,375,3.46,830,3.63"
"57,FR,Foreign,362,3.34,688,3.01"
"41,Or,Oregon,266,2.45,571,2.5"
"35,Nm,New Mexico,242,2.23,577,2.52"
"12,Fl,Florida,213,1.96,401,1.75"
"27,Mn,Minnesota,175,1.61,395,1.73"
"20,Ks,Kansas,169,1.56,382,1.67"
"02,Ak,Alaska,165,1.52,362,1.58"
"40,Ok,Oklahoma,157,1.45,381,1.67"
"17,Il,Illinois,144,1.33,309,1.35"
"29,Mo,Missouri,140,1.29,312,1.36"
"19,Ia,Iowa,116,1.07,261,1.14"
"39,Oh,Ohio,115,1.06,246,1.08"
"42,Pa,Pennsylvania,114,1.05,250,1.09"
"38,Nd,North Dakota,108,1,276,1.21"
"26,Mi,Michigan,106,0.98,220,0.96"
"51,Va,Virginia,105,0.97,217,0.95"
"55,Wi,Wisconsin,94,0.87,184,0.8"
"36,Ny,New York,92,0.85,182,0.8"
"18,In,Indiana,90,0.83,202,0.88"
"13,Ga,Georgia,85,0.78,161,0.7"
"22,La,Louisiana,79,0.73,186,0.81"
"37,Nc,North Carolina,73,0.67,150,0.66"
"47,Tn,Tennessee,63,0.58,135,0.59"
"24,Md,Maryland,55,0.51,90,0.39"
"05,Ar,Arkansas,51,0.47,121,0.53"
"15,Hi,Hawaii,46,0.42,101,0.44"
"21,Ky,Kentucky,44,0.41,87,0.38"
"34,Nj,New Jersey,44,0.41,90,0.39"
"45,Sc,South Carolina,44,0.41,91,0.4"
"01,Al,Alabama,42,0.39,112,0.49"
"54,Wv,West Virginia,29,0.27,61,0.27"
"25,Ma,Massachusetts,29,0.27,43,0.19"
"28,Ms,Mississippi,27,0.25,70,0.31"
"09,Ct,Connecticut,22,0.2,24,0.1"
"23,Me,Maine,17,0.16,37,0.16"
"11,Dc,District of Columbia,11,0.1,11,0.05"
"33,Nh,New Hampshire,10,0.09,21,0.09"
"50,Vt,Vermont,8,0.07,21,0.09"
"44,Ri,Rhode Island,6,0.06,8,0.03"
"10,De,Delaware,5,0.05,8,0.03"
"56,,State Non-Migrant,152851,,369971,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
