"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,31-Nebraska,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,20787,,42867,"
"19,Ia,Iowa,2724,13.1,5731,13.37"
"08,Co,Colorado,1787,8.6,3571,8.33"
"06,Ca,California,1465,7.05,2630,6.14"
"48,Tx,Texas,1330,6.4,2737,6.38"
"20,Ks,Kansas,1290,6.21,2759,6.44"
"29,Mo,Missouri,995,4.79,2013,4.7"
"57,FR,Foreign,946,4.55,1927,4.5"
"46,Sd,South Dakota,778,3.74,1699,3.96"
"04,Az,Arizona,734,3.53,1268,2.96"
"17,Il,Illinois,705,3.39,1385,3.23"
"27,Mn,Minnesota,679,3.27,1413,3.3"
"12,Fl,Florida,657,3.16,1324,3.09"
"56,Wy,Wyoming,508,2.44,1120,2.61"
"53,Wa,Washington,449,2.16,883,2.06"
"51,Va,Virginia,352,1.69,778,1.81"
"40,Ok,Oklahoma,323,1.55,680,1.59"
"32,Nv,Nevada,310,1.49,567,1.32"
"55,Wi,Wisconsin,287,1.38,647,1.51"
"39,Oh,Ohio,284,1.37,651,1.52"
"26,Mi,Michigan,270,1.3,601,1.4"
"18,In,Indiana,238,1.14,496,1.16"
"36,Ny,New York,235,1.13,416,0.97"
"13,Ga,Georgia,233,1.12,482,1.12"
"42,Pa,Pennsylvania,232,1.12,507,1.18"
"37,Nc,North Carolina,228,1.1,478,1.12"
"05,Ar,Arkansas,228,1.1,485,1.13"
"41,Or,Oregon,200,0.96,452,1.05"
"35,Nm,New Mexico,172,0.83,393,0.92"
"47,Tn,Tennessee,165,0.79,340,0.79"
"49,Ut,Utah,153,0.74,380,0.89"
"16,Id,Idaho,149,0.72,373,0.87"
"22,La,Louisiana,146,0.7,316,0.74"
"01,Al,Alabama,144,0.69,387,0.9"
"30,Mt,Montana,142,0.68,331,0.77"
"24,Md,Maryland,141,0.68,273,0.64"
"15,Hi,Hawaii,122,0.59,245,0.57"
"45,Sc,South Carolina,120,0.58,277,0.65"
"38,Nd,North Dakota,118,0.57,302,0.7"
"02,Ak,Alaska,108,0.52,267,0.62"
"25,Ma,Massachusetts,104,0.5,176,0.41"
"21,Ky,Kentucky,99,0.48,222,0.52"
"28,Ms,Mississippi,94,0.45,218,0.51"
"34,Nj,New Jersey,94,0.45,176,0.41"
"09,Ct,Connecticut,86,0.41,144,0.34"
"54,Wv,West Virginia,33,0.16,74,0.17"
"11,Dc,District of Columbia,32,0.15,52,0.12"
"23,Me,Maine,31,0.15,68,0.16"
"33,Nh,New Hampshire,26,0.13,63,0.15"
"10,De,Delaware,16,0.08,39,0.09"
"50,Vt,Vermont,15,0.07,31,0.07"
"44,Ri,Rhode Island,10,0.05,20,0.05"
"31,,State Non-Migrant,571345,,1324812,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
