"1990 - 1991 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,21-Kentucky,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,39583,,82333,"
"39,Oh,Ohio,4940,12.48,9575,11.63"
"47,Tn,Tennessee,4404,11.13,9416,11.44"
"18,In,Indiana,4338,10.96,9060,11"
"12,Fl,Florida,3595,9.08,7107,8.63"
"57,FR,Foreign,2398,6.06,5286,6.42"
"13,Ga,Georgia,1777,4.49,3719,4.52"
"48,Tx,Texas,1737,4.39,3840,4.66"
"17,Il,Illinois,1428,3.61,2928,3.56"
"06,Ca,California,1384,3.5,2559,3.11"
"37,Nc,North Carolina,1322,3.34,2824,3.43"
"51,Va,Virginia,1175,2.97,2504,3.04"
"26,Mi,Michigan,977,2.47,2005,2.44"
"45,Sc,South Carolina,747,1.89,1586,1.93"
"01,Al,Alabama,726,1.83,1632,1.98"
"42,Pa,Pennsylvania,674,1.7,1373,1.67"
"36,Ny,New York,660,1.67,1266,1.54"
"54,Wv,West Virginia,648,1.64,1513,1.84"
"29,Mo,Missouri,639,1.61,1388,1.69"
"08,Co,Colorado,447,1.13,972,1.18"
"22,La,Louisiana,413,1.04,911,1.11"
"24,Md,Maryland,402,1.02,801,0.97"
"04,Az,Arizona,361,0.91,755,0.92"
"40,Ok,Oklahoma,336,0.85,766,0.93"
"05,Ar,Arkansas,322,0.81,776,0.94"
"53,Wa,Washington,320,0.81,607,0.74"
"28,Ms,Mississippi,310,0.78,684,0.83"
"20,Ks,Kansas,286,0.72,678,0.82"
"55,Wi,Wisconsin,276,0.7,585,0.71"
"34,Nj,New Jersey,246,0.62,515,0.63"
"15,Hi,Hawaii,236,0.6,531,0.64"
"27,Mn,Minnesota,213,0.54,424,0.51"
"19,Ia,Iowa,204,0.52,462,0.56"
"25,Ma,Massachusetts,182,0.46,336,0.41"
"41,Or,Oregon,160,0.4,329,0.4"
"09,Ct,Connecticut,144,0.36,285,0.35"
"32,Nv,Nevada,138,0.35,268,0.33"
"35,Nm,New Mexico,133,0.34,252,0.31"
"02,Ak,Alaska,126,0.32,299,0.36"
"31,Ne,Nebraska,107,0.27,202,0.25"
"49,Ut,Utah,78,0.2,179,0.22"
"23,Me,Maine,75,0.19,158,0.19"
"16,Id,Idaho,68,0.17,155,0.19"
"11,Dc,District of Columbia,60,0.15,81,0.1"
"30,Mt,Montana,59,0.15,119,0.14"
"46,Sd,South Dakota,53,0.13,114,0.14"
"10,De,Delaware,53,0.13,107,0.13"
"56,Wy,Wyoming,53,0.13,99,0.12"
"33,Nh,New Hampshire,46,0.12,96,0.12"
"38,Nd,North Dakota,43,0.11,83,0.1"
"44,Ri,Rhode Island,33,0.08,69,0.08"
"50,Vt,Vermont,31,0.08,54,0.07"
"21,,State Non-Migrant,1206177,,2783917,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
