"1994 - 1995 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,,CALIFORNIA,,,"
" ,,,,,"
",,,,,AGGREGATE"
",,,NUMBER OF,NUMBER OF,TOTAL MONEY"
"TO:,,,RETURNS,EXEMPTIONS,INCOME"
"6, ,Total Outflow,302694,628896,10109440"
"4,Az,Arizona,25875,55654,862062"
"48,Tx,Texas,24328,55266,838274"
"32,Nv,Nevada,22514,45900,683264"
"53,Wa,Washington,21347,45213,724388"
"41,Or,Oregon,17342,36169,529284"
"8,Co,Colorado,15400,32042,591171"
"57,FR,Foreign,14708,28562,433961"
"12,Fl,Florida,12331,24872,432805"
"36,NY,New York,10027,15790,367117"
"17,Il,Illinois,9413,19477,345393"
"51,Va,Virginia,7473,16394,290424"
"13,Ga,Georgia,6920,14777,253989"
"49,Ut,Utah,6599,15578,221620"
"37,NC,North Carolina,6000,12888,213226"
"15,Hi,Hawaii,5754,10984,163039"
"39,Oh,Ohio,5265,10584,194639"
"26,Mi,Michigan,5195,10461,173757"
"16,Id,Idaho,5165,12168,159806"
"29,Mo,Missouri,5132,10855,152289"
"25,Ma,Massachusetts,4918,7872,193351"
"35,NM,New Mexico,4909,10041,147157"
"42,Pa,Pennsylvania,4750,9199,175179"
"40,Ok,Oklahoma,4388,9750,115528"
"47,Tn,Tennessee,4173,8938,138555"
"34,NJ,New Jersey,4009,7778,173823"
"24,Md,Maryland,3837,7674,149378"
"27,Mn,Minnesota,3658,7167,124285"
"18,In,Indiana,3598,7932,122331"
"5,Ar,Arkansas,3187,7218,81522"
"22,La,Louisiana,3006,6194,82069"
"20,Ks,Kansas,2989,6884,88696"
"55,Wi,Wisconsin,2868,6015,90651"
"30,Mt,Montana,2358,4753,67051"
"31,Ne,Nebraska,2299,5453,53289"
"19,Ia,Iowa,2255,4955,55845"
"9,Ct,Connecticut,2155,4068,117300"
"45,SC,South Carolina,2129,4697,71355"
"1,Al,Alabama,2035,4387,59200"
"21,Ky,Kentucky,1861,3905,60789"
"2,Ak,Alaska,1835,3507,45449"
"28,Ms,Mississippi,1479,3177,38192"
"11,DC,District of Columbia,1174,1531,35133"
"56,Wy,Wyoming,1046,2147,29293"
"33,NH,New Hampshire,879,1663,40612"
"46,SD,South Dakota,804,1757,22034"
"23,Me,Maine,707,1391,22018"
"44,RI,Rhode Island,699,1450,23731"
"38,ND,North Dakota,628,1292,16474"
"54,WV,West Virginia,469,970,13320"
"50,Vt,Vermont,418,706,12752"
"10,De,Delaware,386,791,12570"
"6,Ca,State Non-Migrant,9915747,22414007,384678746"
",,,,,"
"     ,,INTERNAL REVENUE SERVICE,,,"
" ,,STATISTICS OF INCOME,,,"
