"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 45-SOUTHCAROLINA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,SC,SC Total Mig - US & For,49397,95890,2029107"
"97,SC,SC Total Mig - US,47617,92402,1967202"
"98,SC,SC Total Mig - Foreign,1780,3488,61906"
"45,SC,SC Non-Migrants,1439000,3164198,68894188"
"37,NC,NORTH CAROLINA,9721,18742,393880"
"13,GA,GEORGIA,6580,12875,265815"
"12,FL,FLORIDA,4994,9418,224979"
"51,VA,VIRGINIA,3036,5974,130399"
"48,TX,TEXAS,2029,4480,93364"
"36,NY,NEW YORK,1939,3240,55262"
"57,FR,Foreign,1780,3488,61906"
"47,TN,TENNESSEE,1688,3403,75431"
"06,CA,CALIFORNIA,1666,3008,67451"
"42,PA,PENNSYLVANIA,1338,2526,51767"
"39,OH,OHIO,1227,2328,51104"
"24,MD,MARYLAND,1047,1904,38527"
"01,AL,ALABAMA,840,1786,36608"
"17,IL,ILLINOIS,743,1367,32902"
"53,WA,WASHINGTON,692,1370,28339"
"34,NJ,NEW JERSEY,663,1141,25372"
"26,MI,MICHIGAN,620,1208,24343"
"21,KY,KENTUCKY,585,1264,25368"
"04,AZ,ARIZONA,567,1175,31243"
"18,IN,INDIANA,532,1074,22101"
"08,CO,COLORADO,526,1039,23048"
"25,MA,MASSACHUSETTS,477,826,18464"
"09,CT,CONNECTICUT,462,884,17817"
"54,WV,WEST VIRGINIA,429,885,12591"
"29,MO,MISSOURI,411,847,17673"
"28,MS,MISSISSIPPI,391,797,16131"
"15,HI,HAWAII,384,858,15207"
"22,LA,LOUISIANA,362,698,13269"
"32,NV,NEVADA,311,563,14281"
"40,OK,OKLAHOMA,298,680,10740"
"55,WI,WISCONSIN,286,594,16974"
"05,AR,ARKANSAS,227,486,10985"
"20,KS,KANSAS,227,509,9868"
"27,MN,MINNESOTA,213,424,8258"
"41,OR,OREGON,196,341,8890"
"02,AK,ALASKA,186,391,6511"
"35,NM,NEW MEXICO,168,358,8571"
"19,IA,IOWA,166,320,6365"
"11,DC,DISTRICT OF COLUMBIA,156,243,6262"
"49,UT,UTAH,155,352,5787"
"33,NH,NEW HAMPSHIRE,148,251,5564"
"23,ME,MAINE,141,250,5364"
"10,DE,DELAWARE,132,257,5143"
"31,NE,NEBRASKA,107,217,4383"
"30,MT,MONTANA,100,172,3381"
"50,VT,VERMONT,100,166,6000"
"16,ID,IDAHO,96,238,6996"
"44,RI,RHODE ISLAND,94,178,3269"
"56,WY,WYOMING,72,110,2048"
"38,ND,NORTH DAKOTA,49,99,1462"
"46,SD,SOUTH DAKOTA,40,86,1643"
"46,,,,,"
