"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 20-KANSAS,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,KS,KS Total Mig - US & For,40010,80246,1767566"
"97,KS,KS Total Mig - US,39052,78122,1731273"
"98,KS,KS Total Mig - Foreign,958,2124,36293"
"20,KS,KS Non-Migrants,951820,2142115,51380419"
"29,MO,MISSOURI,9599,17673,385048"
"48,TX,TEXAS,4206,9207,192611"
"40,OK,OKLAHOMA,2702,5865,102824"
"06,CA,CALIFORNIA,2004,3650,85259"
"08,CO,COLORADO,2000,3858,85131"
"12,FL,FLORIDA,1530,2936,86068"
"31,NE,NEBRASKA,1201,2436,43822"
"17,IL,ILLINOIS,1165,2209,54883"
"04,AZ,ARIZONA,1120,2143,55462"
"57,FR,Foreign,958,2124,36293"
"53,WA,WASHINGTON,891,1930,46553"
"13,GA,GEORGIA,837,1902,50694"
"19,IA,IOWA,782,1609,38076"
"51,VA,VIRGINIA,755,1604,40373"
"37,NC,NORTH CAROLINA,745,1625,38498"
"05,AR,ARKANSAS,704,1472,28061"
"47,TN,TENNESSEE,583,1223,25164"
"36,NY,NEW YORK,535,982,19689"
"27,MN,MINNESOTA,530,1059,28440"
"39,OH,OHIO,482,962,22681"
"18,IN,INDIANA,425,932,22482"
"26,MI,MICHIGAN,398,799,17357"
"42,PA,PENNSYLVANIA,395,755,20505"
"32,NV,NEVADA,390,706,17455"
"35,NM,NEW MEXICO,378,875,13553"
"55,WI,WISCONSIN,367,767,18297"
"21,KY,KENTUCKY,355,853,14976"
"41,OR,OREGON,335,557,13358"
"45,SC,SOUTH CAROLINA,300,615,13041"
"24,MD,MARYLAND,288,541,13187"
"34,NJ,NEW JERSEY,280,569,19641"
"22,LA,LOUISIANA,279,579,10350"
"01,AL,ALABAMA,273,667,11142"
"15,HI,HAWAII,233,543,9555"
"49,UT,UTAH,221,518,13306"
"25,MA,MASSACHUSETTS,215,349,8641"
"46,SD,SOUTH DAKOTA,208,424,8090"
"02,AK,ALASKA,167,399,6112"
"16,ID,IDAHO,159,364,7078"
"56,WY,WYOMING,154,316,6148"
"28,MS,MISSISSIPPI,153,320,6594"
"30,MT,MONTANA,126,273,4451"
"09,CT,CONNECTICUT,114,208,6986"
"38,ND,NORTH DAKOTA,100,198,4083"
"11,DC,DISTRICT OF COLUMBIA,91,108,2883"
"33,NH,NEW HAMPSHIRE,62,110,3033"
"54,WV,WEST VIRGINIA,57,134,2334"
"23,ME,MAINE,52,100,1575"
"10,DE,DELAWARE,39,75,2220"
"44,RI,RHODE ISLAND,34,62,1367"
"50,VT,VERMONT,33,61,2138"
"50,,,,,"
