"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 39-OHIO,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,OH,OH Total Mig - US & For,101485,183470,5224817"
"97,OH,OH Total Mig - US,99466,180135,5155599"
"98,OH,OH Total Mig - Foreign,2019,3335,69218"
"39,OH,OH Non-Migrants,4355981,9077528,219435158"
"12,FL,FLORIDA,13767,24323,940183"
"21,KY,KENTUCKY,6806,12674,266996"
"06,CA,CALIFORNIA,5320,8579,263429"
"18,IN,INDIANA,5306,10322,235122"
"37,NC,NORTH CAROLINA,5052,9105,238161"
"42,PA,PENNSYLVANIA,4871,8847,235147"
"26,MI,MICHIGAN,4838,9111,258902"
"48,TX,TEXAS,4745,9552,264644"
"17,IL,ILLINOIS,4504,7413,244598"
"13,GA,GEORGIA,3935,7588,177638"
"51,VA,VIRGINIA,3603,6391,161272"
"36,NY,NEW YORK,3525,5397,144809"
"04,AZ,ARIZONA,3303,5744,148583"
"47,TN,TENNESSEE,2955,5813,136369"
"54,WV,WEST VIRGINIA,2826,5454,80566"
"45,SC,SOUTH CAROLINA,2548,4674,221242"
"57,FR,Foreign,2019,3335,69218"
"08,CO,COLORADO,1907,3286,98052"
"24,MD,MARYLAND,1854,2983,84643"
"32,NV,NEVADA,1492,2467,87124"
"53,WA,WASHINGTON,1344,2396,74680"
"29,MO,MISSOURI,1289,2524,67907"
"01,AL,ALABAMA,1165,2463,50059"
"25,MA,MASSACHUSETTS,1122,1737,76016"
"34,NJ,NEW JERSEY,1086,1921,74067"
"55,WI,WISCONSIN,972,1971,56148"
"27,MN,MINNESOTA,816,1551,45245"
"41,OR,OREGON,692,1094,30231"
"40,OK,OKLAHOMA,624,1261,25323"
"22,LA,LOUISIANA,560,1031,19609"
"35,NM,NEW MEXICO,550,1088,27143"
"09,CT,CONNECTICUT,546,1031,48963"
"20,KS,KANSAS,535,1065,26242"
"05,AR,ARKANSAS,504,1071,24115"
"49,UT,UTAH,470,969,27458"
"19,IA,IOWA,456,888,19980"
"11,DC,DISTRICT OF COLUMBIA,440,529,24144"
"15,HI,HAWAII,418,708,16516"
"28,MS,MISSISSIPPI,412,809,14498"
"02,AK,ALASKA,278,476,9681"
"31,NE,NEBRASKA,241,517,13729"
"30,MT,MONTANA,238,405,11163"
"16,ID,IDAHO,221,466,11541"
"23,ME,MAINE,213,388,11437"
"33,NH,NEW HAMPSHIRE,211,398,14761"
"10,DE,DELAWARE,188,346,7828"
"56,WY,WYOMING,178,333,10383"
"44,RI,RHODE ISLAND,164,297,12881"
"50,VT,VERMONT,145,241,7238"
"46,SD,SOUTH DAKOTA,140,279,6090"
"38,ND,NORTH DAKOTA,91,159,3046"
"38,,,,,"
