"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 48-TEXAS,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,TX,TX Total Mig - US & For,168967,345402,8069893"
"97,TX,TX Total Mig - US,160307,328077,7643970"
"98,TX,TX Total Mig - Foreign,8660,17325,425924"
"48,TX,TX Non-Migrants,7251328,16973312,380108187"
"06,CA,CALIFORNIA,16730,31237,821240"
"12,FL,FLORIDA,11615,23014,612730"
"40,OK,OKLAHOMA,9042,19352,360665"
"57,FR,Foreign,8660,17325,425924"
"22,LA,LOUISIANA,7162,14773,278188"
"08,CO,COLORADO,6777,13982,370416"
"13,GA,GEORGIA,6583,14403,315294"
"04,AZ,ARIZONA,6582,13300,308573"
"51,VA,VIRGINIA,6124,12816,330141"
"35,NM,NEW MEXICO,5782,12519,233041"
"05,AR,ARKANSAS,5487,11619,237084"
"17,IL,ILLINOIS,5342,10533,282504"
"37,NC,NORTH CAROLINA,5130,10723,232662"
"36,NY,NEW YORK,4895,8157,222220"
"53,WA,WASHINGTON,4757,9738,253513"
"29,MO,MISSOURI,4125,8714,188542"
"47,TN,TENNESSEE,3731,7918,202610"
"20,KS,KANSAS,3136,7147,135810"
"39,OH,OHIO,3094,6524,151600"
"32,NV,NEVADA,2884,5535,131470"
"24,MD,MARYLAND,2822,5558,168154"
"01,AL,ALABAMA,2765,6225,128270"
"42,PA,PENNSYLVANIA,2592,5236,145587"
"26,MI,MICHIGAN,2465,5281,109652"
"18,IN,INDIANA,2370,5071,100562"
"45,SC,SOUTH CAROLINA,2110,4570,98953"
"27,MN,MINNESOTA,2075,4514,92306"
"28,MS,MISSISSIPPI,2070,4454,77342"
"34,NJ,NEW JERSEY,1924,3783,138107"
"21,KY,KENTUCKY,1878,4420,76831"
"41,OR,OREGON,1821,3516,84614"
"55,WI,WISCONSIN,1668,3403,68909"
"15,HI,HAWAII,1611,3478,58253"
"25,MA,MASSACHUSETTS,1610,2709,97356"
"49,UT,UTAH,1609,3715,85623"
"19,IA,IOWA,1354,2824,51265"
"31,NE,NEBRASKA,1325,2904,49331"
"02,AK,ALASKA,1037,2178,44899"
"16,ID,IDAHO,825,1870,35633"
"09,CT,CONNECTICUT,822,1516,61025"
"56,WY,WYOMING,673,1398,28017"
"11,DC,DISTRICT OF COLUMBIA,662,853,30999"
"30,MT,MONTANA,625,1265,24132"
"46,SD,SOUTH DAKOTA,480,969,18128"
"54,WV,WEST VIRGINIA,389,823,18497"
"38,ND,NORTH DAKOTA,379,818,12601"
"23,ME,MAINE,359,730,12626"
"33,NH,NEW HAMPSHIRE,338,668,20986"
"10,DE,DELAWARE,299,625,17754"
"44,RI,RHODE ISLAND,240,455,12647"
"50,VT,VERMONT,132,244,6607"
"50,,,,,"
