"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 18-INDIANA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,IN,IN Total Mig - US & For,60597,113993,2774927"
"97,IN,IN Total Mig - US,59563,112271,2742883"
"98,IN,IN Total Mig - Foreign,1034,1722,32045"
"18,IN,IN Non-Migrants,2283004,5074398,118805961"
"17,IL,ILLINOIS,8340,15096,335314"
"12,FL,FLORIDA,6708,11957,431474"
"21,KY,KENTUCKY,4971,9514,179916"
"39,OH,OHIO,4604,8818,197745"
"26,MI,MICHIGAN,3741,7592,175761"
"48,TX,TEXAS,3186,6645,152713"
"06,CA,CALIFORNIA,2865,4799,131526"
"47,TN,TENNESSEE,2130,4361,88766"
"04,AZ,ARIZONA,1825,3316,92391"
"37,NC,NORTH CAROLINA,1753,3388,81210"
"13,GA,GEORGIA,1743,3407,77461"
"29,MO,MISSOURI,1339,2620,55433"
"51,VA,VIRGINIA,1299,2308,63591"
"36,NY,NEW YORK,1183,1876,46421"
"08,CO,COLORADO,1107,2002,49971"
"55,WI,WISCONSIN,1036,2083,54182"
"57,FR,Foreign,1034,1722,32045"
"42,PA,PENNSYLVANIA,996,1959,54438"
"45,SC,SOUTH CAROLINA,847,1661,43071"
"53,WA,WASHINGTON,806,1458,35503"
"01,AL,ALABAMA,739,1580,33552"
"27,MN,MINNESOTA,737,1442,35470"
"32,NV,NEVADA,660,1198,26834"
"24,MD,MARYLAND,539,871,25788"
"19,IA,IOWA,499,1050,23376"
"40,OK,OKLAHOMA,450,981,18699"
"25,MA,MASSACHUSETTS,440,732,25432"
"34,NJ,NEW JERSEY,428,731,23803"
"41,OR,OREGON,416,715,15194"
"20,KS,KANSAS,415,920,19192"
"05,AR,ARKANSAS,409,823,14444"
"28,MS,MISSISSIPPI,385,786,12188"
"22,LA,LOUISIANA,336,663,12154"
"35,NM,NEW MEXICO,286,521,11899"
"09,CT,CONNECTICUT,269,511,14541"
"49,UT,UTAH,230,476,9787"
"54,WV,WEST VIRGINIA,225,463,8340"
"31,NE,NEBRASKA,210,422,9140"
"15,HI,HAWAII,196,335,5619"
"11,DC,DISTRICT OF COLUMBIA,144,157,5044"
"30,MT,MONTANA,143,259,4637"
"16,ID,IDAHO,135,307,6622"
"02,AK,ALASKA,127,228,3969"
"56,WY,WYOMING,121,239,4975"
"46,SD,SOUTH DAKOTA,110,233,5859"
"33,NH,NEW HAMPSHIRE,90,160,4081"
"23,ME,MAINE,87,145,3091"
"10,DE,DELAWARE,76,143,4323"
"50,VT,VERMONT,71,127,2887"
"44,RI,RHODE ISLAND,57,91,2782"
"38,ND,NORTH DAKOTA,54,102,2275"
"38,,,,,"
