"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 50-VERMONT,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,VT,VT Total Mig - US & For,10656,16637,410448"
"97,VT,VT Total Mig - US,10415,16306,402607"
"98,VT,VT Total Mig - Foreign,241,331,7841"
"50,VT,VT Non-Migrants,241412,493363,12503709"
"33,NH,NEW HAMPSHIRE,1411,2295,52924"
"36,NY,NEW YORK,1341,2087,48023"
"25,MA,MASSACHUSETTS,1179,1553,46717"
"12,FL,FLORIDA,1006,1640,44273"
"06,CA,CALIFORNIA,496,650,16670"
"37,NC,NORTH CAROLINA,433,805,15035"
"09,CT,CONNECTICUT,384,573,16966"
"23,ME,MAINE,356,578,12705"
"51,VA,VIRGINIA,311,533,14615"
"08,CO,COLORADO,286,385,8878"
"42,PA,PENNSYLVANIA,281,452,11048"
"57,FR,Foreign,241,331,7841"
"04,AZ,ARIZONA,227,355,8591"
"45,SC,SOUTH CAROLINA,194,338,7623"
"34,NJ,NEW JERSEY,192,262,7762"
"48,TX,TEXAS,188,323,8795"
"24,MD,MARYLAND,177,265,6570"
"13,GA,GEORGIA,143,266,5436"
"53,WA,WASHINGTON,136,205,7669"
"41,OR,OREGON,131,179,3489"
"17,IL,ILLINOIS,118,188,4186"
"39,OH,OHIO,116,194,4645"
"44,RI,RHODE ISLAND,105,142,3203"
"47,TN,TENNESSEE,105,170,4341"
"49,UT,UTAH,85,141,3955"
"26,MI,MICHIGAN,78,135,4477"
"55,WI,WISCONSIN,74,141,4086"
"32,NV,NEVADA,65,99,2584"
"11,DC,DISTRICT OF COLUMBIA,60,64,1405"
"30,MT,MONTANA,60,92,1534"
"27,MN,MINNESOTA,59,91,2611"
"35,NM,NEW MEXICO,58,87,1860"
"21,KY,KENTUCKY,57,113,1963"
"18,IN,INDIANA,52,82,1592"
"29,MO,MISSOURI,46,87,1937"
"15,HI,HAWAII,40,67,1672"
"02,AK,ALASKA,39,59,948"
"56,WY,WYOMING,34,58,1112"
"16,ID,IDAHO,33,59,1439"
"22,LA,LOUISIANA,31,55,1009"
"20,KS,KANSAS,30,56,876"
"01,AL,ALABAMA,27,58,1403"
"05,AR,ARKANSAS,27,57,1222"
"10,DE,DELAWARE,27,46,1178"
"19,IA,IOWA,21,37,673"
"54,WV,WEST VIRGINIA,21,38,595"
"40,OK,OKLAHOMA,19,35,627"
"28,MS,MISSISSIPPI,17,34,555"
"46,SD,SOUTH DAKOTA,15,27,384"
"31,NE,NEBRASKA,12,23,510"
"38,ND,NORTH DAKOTA,12,27,235"
"38,,,,,"
