"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 33-NEWHAMPSHIRE,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,NH,NH Total Mig - US & For,22791,38543,1085052"
"97,NH,NH Total Mig - US,22386,37838,1070529"
"98,NH,NH Total Mig - Foreign,405,705,14523"
"33,NH,NH Non-Migrants,498458,1053877,31227966"
"25,MA,MASSACHUSETTS,5764,8936,263838"
"12,FL,FLORIDA,2817,4924,158396"
"23,ME,MAINE,2021,3398,81796"
"50,VT,VERMONT,1370,2223,46740"
"36,NY,NEW YORK,1117,1774,45336"
"06,CA,CALIFORNIA,995,1503,58204"
"37,NC,NORTH CAROLINA,824,1685,41442"
"51,VA,VIRGINIA,619,1054,29350"
"09,CT,CONNECTICUT,561,888,28478"
"48,TX,TEXAS,479,1004,29373"
"42,PA,PENNSYLVANIA,451,876,27295"
"04,AZ,ARIZONA,437,747,21004"
"57,FR,Foreign,405,705,14523"
"45,SC,SOUTH CAROLINA,386,765,17807"
"34,NJ,NEW JERSEY,320,548,17518"
"08,CO,COLORADO,319,499,13429"
"13,GA,GEORGIA,316,662,17094"
"24,MD,MARYLAND,294,478,14268"
"44,RI,RHODE ISLAND,278,424,13346"
"17,IL,ILLINOIS,252,446,16509"
"39,OH,OHIO,232,447,13854"
"53,WA,WASHINGTON,231,370,9290"
"47,TN,TENNESSEE,220,435,9276"
"32,NV,NEVADA,161,269,9527"
"41,OR,OREGON,134,240,6268"
"29,MO,MISSOURI,127,233,4575"
"26,MI,MICHIGAN,123,241,7076"
"49,UT,UTAH,118,203,5766"
"27,MN,MINNESOTA,102,199,8398"
"18,IN,INDIANA,100,208,4889"
"55,WI,WISCONSIN,98,208,5547"
"35,NM,NEW MEXICO,96,162,5036"
"11,DC,DISTRICT OF COLUMBIA,94,100,3523"
"21,KY,KENTUCKY,90,171,2774"
"30,MT,MONTANA,83,124,2407"
"15,HI,HAWAII,75,112,3216"
"01,AL,ALABAMA,72,146,3326"
"40,OK,OKLAHOMA,66,127,2652"
"05,AR,ARKANSAS,61,128,2607"
"16,ID,IDAHO,61,128,3183"
"02,AK,ALASKA,59,85,1927"
"20,KS,KANSAS,55,106,2339"
"19,IA,IOWA,53,101,2148"
"10,DE,DELAWARE,48,109,2390"
"28,MS,MISSISSIPPI,48,90,1643"
"22,LA,LOUISIANA,44,79,1915"
"54,WV,WEST VIRGINIA,32,55,1201"
"31,NE,NEBRASKA,30,51,1051"
"56,WY,WYOMING,25,33,861"
"38,ND,NORTH DAKOTA,14,17,237"
"46,SD,SOUTH DAKOTA,14,27,407"
"46,,,,,"
