"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 28-MISSISSIPPI,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MS,MS Total Mig - US & For,37843,78197,1296418"
"97,MS,MS Total Mig - US,37022,76607,1272415"
"98,MS,MS Total Mig - Foreign,821,1590,24002"
"28,MS,MS Non-Migrants,897498,2071650,36429464"
"47,TN,TENNESSEE,5123,10277,172097"
"01,AL,ALABAMA,3879,8141,145309"
"48,TX,TEXAS,3816,8137,140553"
"22,LA,LOUISIANA,3224,6501,108608"
"12,FL,FLORIDA,3145,6335,106392"
"13,GA,GEORGIA,2576,5403,77969"
"06,CA,CALIFORNIA,1345,2595,44447"
"05,AR,ARKANSAS,1231,2704,42821"
"37,NC,NORTH CAROLINA,1034,2122,38348"
"17,IL,ILLINOIS,1012,2183,26461"
"51,VA,VIRGINIA,1008,2226,39894"
"57,FR,Foreign,821,1590,24002"
"29,MO,MISSOURI,752,1577,24321"
"45,SC,SOUTH CAROLINA,581,1229,21873"
"32,NV,NEVADA,571,1109,20682"
"39,OH,OHIO,551,1188,17826"
"08,CO,COLORADO,498,1044,16399"
"04,AZ,ARIZONA,484,979,18387"
"18,IN,INDIANA,482,1057,12813"
"40,OK,OKLAHOMA,481,1125,14367"
"21,KY,KENTUCKY,450,946,15910"
"26,MI,MICHIGAN,406,858,14129"
"36,NY,NEW YORK,384,676,15459"
"53,WA,WASHINGTON,377,781,12495"
"24,MD,MARYLAND,374,784,14132"
"42,PA,PENNSYLVANIA,322,645,10675"
"55,WI,WISCONSIN,257,499,6830"
"20,KS,KANSAS,225,522,7005"
"27,MN,MINNESOTA,198,424,6488"
"19,IA,IOWA,196,440,6020"
"11,DC,DISTRICT OF COLUMBIA,195,233,5499"
"34,NJ,NEW JERSEY,183,382,5891"
"15,HI,HAWAII,163,363,5766"
"35,NM,NEW MEXICO,156,319,5646"
"25,MA,MASSACHUSETTS,154,285,5331"
"31,NE,NEBRASKA,147,316,4598"
"41,OR,OREGON,134,266,4293"
"02,AK,ALASKA,118,267,4841"
"49,UT,UTAH,114,278,4913"
"16,ID,IDAHO,81,172,2689"
"54,WV,WEST VIRGINIA,77,155,2906"
"09,CT,CONNECTICUT,75,135,5699"
"30,MT,MONTANA,70,136,2586"
"56,WY,WYOMING,68,157,2618"
"10,DE,DELAWARE,62,148,2343"
"23,ME,MAINE,61,122,2212"
"38,ND,NORTH DAKOTA,56,105,1766"
"46,SD,SOUTH DAKOTA,37,76,1019"
"33,NH,NEW HAMPSHIRE,34,63,1108"
"44,RI,RHODE ISLAND,28,68,917"
"50,VT,VERMONT,27,54,1066"
"50,,,,,"
