"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 09-CONNECTICUT,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,CT,CT Total Mig - US & For,45650,80861,3177390"
"97,CT,CT Total Mig - US,44212,78055,3075229"
"98,CT,CT Total Mig - Foreign,1438,2806,102161"
"09,CT,CT Non-Migrants,1289941,2720319,100383499"
"36,NY,NEW YORK,7132,10861,496295"
"12,FL,FLORIDA,7030,13166,519620"
"25,MA,MASSACHUSETTS,4703,7034,272312"
"06,CA,CALIFORNIA,2520,4028,164727"
"37,NC,NORTH CAROLINA,2036,4092,134010"
"51,VA,VIRGINIA,1722,3244,106831"
"34,NJ,NEW JERSEY,1640,3121,142922"
"42,PA,PENNSYLVANIA,1633,3106,115888"
"57,FR,Foreign,1438,2806,102161"
"13,GA,GEORGIA,1423,3039,79772"
"48,TX,TEXAS,1337,2794,130915"
"44,RI,RHODE ISLAND,1157,1816,59397"
"45,SC,SOUTH CAROLINA,1040,2068,62490"
"24,MD,MARYLAND,827,1419,54417"
"33,NH,NEW HAMPSHIRE,823,1425,63057"
"23,ME,MAINE,789,1384,56032"
"04,AZ,ARIZONA,713,1228,50889"
"53,WA,WASHINGTON,670,1285,47049"
"17,IL,ILLINOIS,653,1173,52151"
"50,VT,VERMONT,601,976,34992"
"39,OH,OHIO,581,1208,42323"
"08,CO,COLORADO,534,885,35540"
"47,TN,TENNESSEE,430,916,31858"
"26,MI,MICHIGAN,343,668,31603"
"11,DC,DISTRICT OF COLUMBIA,301,349,14286"
"32,NV,NEVADA,281,489,16787"
"18,IN,INDIANA,262,507,19156"
"15,HI,HAWAII,257,435,15978"
"27,MN,MINNESOTA,255,508,28243"
"29,MO,MISSOURI,255,516,41408"
"55,WI,WISCONSIN,229,473,17525"
"01,AL,ALABAMA,198,406,9658"
"21,KY,KENTUCKY,188,413,22679"
"41,OR,OREGON,184,304,9064"
"49,UT,UTAH,142,326,8375"
"40,OK,OKLAHOMA,132,242,7989"
"10,DE,DELAWARE,131,248,7075"
"22,LA,LOUISIANA,127,246,6764"
"35,NM,NEW MEXICO,126,181,16695"
"20,KS,KANSAS,116,247,6516"
"05,AR,ARKANSAS,95,194,5736"
"54,WV,WEST VIRGINIA,86,164,3544"
"19,IA,IOWA,78,156,10032"
"30,MT,MONTANA,78,108,2301"
"28,MS,MISSISSIPPI,66,143,3454"
"31,NE,NEBRASKA,66,127,5647"
"02,AK,ALASKA,63,100,2112"
"16,ID,IDAHO,60,89,4357"
"56,WY,WYOMING,49,78,2415"
"46,SD,SOUTH DAKOTA,27,39,1290"
"38,ND,NORTH DAKOTA,23,31,1055"
"38,,,,,"
