"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 04-ARIZONA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,AZ,AZ Total Mig - US & For,75082,146333,3443810"
"97,AZ,AZ Total Mig - US,73142,142620,3357952"
"98,AZ,AZ Total Mig - Foreign,1940,3713,85858"
"04,AZ,AZ Non-Migrants,1810226,4086665,102703805"
"06,CA,CALIFORNIA,12431,22625,540133"
"48,TX,TEXAS,6445,13865,314285"
"08,CO,COLORADO,3998,7920,204879"
"53,WA,WASHINGTON,3571,6708,176391"
"35,NM,NEW MEXICO,3533,7595,132164"
"32,NV,NEVADA,3269,6215,194724"
"12,FL,FLORIDA,2708,4964,126476"
"17,IL,ILLINOIS,2567,4468,118048"
"41,OR,OREGON,2377,4429,98873"
"49,UT,UTAH,2272,5512,98389"
"57,FR,Foreign,1940,3713,85858"
"36,NY,NEW YORK,1708,2855,70834"
"37,NC,NORTH CAROLINA,1578,3253,79469"
"39,OH,OHIO,1505,2889,63473"
"29,MO,MISSOURI,1475,2978,59206"
"27,MN,MINNESOTA,1414,2523,67740"
"51,VA,VIRGINIA,1359,2756,71823"
"26,MI,MICHIGAN,1350,2442,56612"
"13,GA,GEORGIA,1257,2676,57884"
"42,PA,PENNSYLVANIA,1244,2264,62297"
"16,ID,IDAHO,1216,2774,55858"
"55,WI,WISCONSIN,1169,2136,54013"
"18,IN,INDIANA,1126,2309,44890"
"40,OK,OKLAHOMA,1057,2213,40120"
"47,TN,TENNESSEE,957,1976,43134"
"19,IA,IOWA,862,1665,34883"
"20,KS,KANSAS,837,1743,36451"
"25,MA,MASSACHUSETTS,737,1179,31505"
"24,MD,MARYLAND,675,1298,33454"
"15,HI,HAWAII,672,1265,27153"
"05,AR,ARKANSAS,649,1307,25664"
"34,NJ,NEW JERSEY,639,1133,35554"
"30,MT,MONTANA,638,1222,26198"
"31,NE,NEBRASKA,621,1230,24307"
"45,SC,SOUTH CAROLINA,567,1198,25192"
"02,AK,ALASKA,522,979,26346"
"21,KY,KENTUCKY,513,1050,24078"
"01,AL,ALABAMA,505,1182,25176"
"56,WY,WYOMING,459,889,31806"
"46,SD,SOUTH DAKOTA,411,757,18127"
"22,LA,LOUISIANA,365,721,12044"
"09,CT,CONNECTICUT,357,607,24034"
"33,NH,NEW HAMPSHIRE,250,475,12163"
"28,MS,MISSISSIPPI,236,513,9226"
"38,ND,NORTH DAKOTA,213,416,8146"
"23,ME,MAINE,202,351,6334"
"54,WV,WEST VIRGINIA,163,323,6143"
"11,DC,DISTRICT OF COLUMBIA,143,199,6455"
"50,VT,VERMONT,130,225,4746"
"10,DE,DELAWARE,96,162,5644"
"44,RI,RHODE ISLAND,94,186,5408"
"44,,,,,"
