"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 34-NEWJERSEY,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,NJ,NJ Total Mig - US & For,112333,211310,7325624"
"97,NJ,NJ Total Mig - US,109461,205670,7149857"
"98,NJ,NJ Total Mig - Foreign,2872,5640,175767"
"34,NJ,NJ Non-Migrants,3188299,6915124,231424747"
"36,NY,NEW YORK,19964,32201,1258238"
"42,PA,PENNSYLVANIA,18081,34947,1059084"
"12,FL,FLORIDA,17568,34398,1301886"
"37,NC,NORTH CAROLINA,5724,12240,317807"
"06,CA,CALIFORNIA,5683,9747,398076"
"51,VA,VIRGINIA,4355,8231,245205"
"13,GA,GEORGIA,3960,8789,217073"
"48,TX,TEXAS,3537,7699,284097"
"24,MD,MARYLAND,3055,5374,180409"
"57,FR,Foreign,2872,5640,175767"
"25,MA,MASSACHUSETTS,2641,4346,193988"
"45,SC,SOUTH CAROLINA,2453,4960,174360"
"09,CT,CONNECTICUT,2068,3899,182099"
"04,AZ,ARIZONA,1856,3527,121694"
"10,DE,DELAWARE,1822,3452,134435"
"17,IL,ILLINOIS,1766,3481,141228"
"39,OH,OHIO,1474,3004,93008"
"53,WA,WASHINGTON,1086,2027,111044"
"08,CO,COLORADO,1084,1935,73927"
"32,NV,NEVADA,930,1609,57208"
"47,TN,TENNESSEE,885,1854,48537"
"26,MI,MICHIGAN,846,1734,54577"
"27,MN,MINNESOTA,793,1490,51754"
"18,IN,INDIANA,710,1559,41933"
"11,DC,DISTRICT OF COLUMBIA,556,652,25763"
"55,WI,WISCONSIN,506,1024,30171"
"29,MO,MISSOURI,468,916,26018"
"33,NH,NEW HAMPSHIRE,455,875,35944"
"01,AL,ALABAMA,416,865,19972"
"23,ME,MAINE,393,730,31495"
"21,KY,KENTUCKY,367,734,20837"
"50,VT,VERMONT,367,597,27206"
"41,OR,OREGON,356,598,21102"
"44,RI,RHODE ISLAND,354,584,20764"
"15,HI,HAWAII,303,476,12342"
"22,LA,LOUISIANA,250,465,11880"
"35,NM,NEW MEXICO,249,451,17522"
"20,KS,KANSAS,247,524,18611"
"54,WV,WEST VIRGINIA,231,452,11516"
"49,UT,UTAH,229,488,12417"
"40,OK,OKLAHOMA,226,455,9720"
"28,MS,MISSISSIPPI,196,417,9553"
"05,AR,ARKANSAS,186,402,11918"
"19,IA,IOWA,180,343,8783"
"31,NE,NEBRASKA,129,248,6519"
"02,AK,ALASKA,118,220,4070"
"16,ID,IDAHO,100,220,5321"
"30,MT,MONTANA,81,140,3765"
"56,WY,WYOMING,66,108,665"
"46,SD,SOUTH DAKOTA,52,105,2696"
"38,ND,NORTH DAKOTA,39,78,1618"
"38,,,,,"
