"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 05-ARKANSAS,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,AR,AR Total Mig - US & For,27990,57478,1017365"
"97,AR,AR Total Mig - US,27455,56466,999791"
"98,AR,AR Total Mig - Foreign,535,1012,17574"
"05,AR,AR Non-Migrants,892539,2014007,39990447"
"48,TX,TEXAS,5276,10997,183071"
"29,MO,MISSOURI,2795,5774,89834"
"40,OK,OKLAHOMA,2742,6134,82936"
"47,TN,TENNESSEE,1879,3807,76373"
"12,FL,FLORIDA,1365,2625,56563"
"06,CA,CALIFORNIA,1277,2419,42279"
"22,LA,LOUISIANA,1090,2228,33353"
"28,MS,MISSISSIPPI,893,1938,28540"
"17,IL,ILLINOIS,819,1688,32892"
"13,GA,GEORGIA,768,1631,31123"
"20,KS,KANSAS,600,1235,21629"
"57,FR,Foreign,535,1012,17574"
"01,AL,ALABAMA,522,1137,20284"
"08,CO,COLORADO,519,1014,17936"
"37,NC,NORTH CAROLINA,519,1047,19630"
"51,VA,VIRGINIA,486,945,20999"
"04,AZ,ARIZONA,484,947,17922"
"18,IN,INDIANA,386,802,12880"
"53,WA,WASHINGTON,362,750,24775"
"26,MI,MICHIGAN,342,720,11679"
"39,OH,OHIO,321,666,17254"
"21,KY,KENTUCKY,300,659,14029"
"36,NY,NEW YORK,281,475,10451"
"55,WI,WISCONSIN,281,575,9701"
"32,NV,NEVADA,262,500,8663"
"19,IA,IOWA,246,500,9278"
"45,SC,SOUTH CAROLINA,238,465,9810"
"27,MN,MINNESOTA,227,463,10002"
"42,PA,PENNSYLVANIA,206,404,8796"
"41,OR,OREGON,203,401,6939"
"24,MD,MARYLAND,196,346,6794"
"35,NM,NEW MEXICO,193,390,7547"
"31,NE,NEBRASKA,162,346,6095"
"34,NJ,NEW JERSEY,152,291,7773"
"49,UT,UTAH,140,324,5819"
"02,AK,ALASKA,105,232,3689"
"15,HI,HAWAII,105,220,3410"
"16,ID,IDAHO,103,236,4451"
"25,MA,MASSACHUSETTS,85,158,3990"
"56,WY,WYOMING,84,163,2767"
"09,CT,CONNECTICUT,65,123,4347"
"30,MT,MONTANA,64,133,1879"
"54,WV,WEST VIRGINIA,58,111,1747"
"46,SD,SOUTH DAKOTA,54,112,2262"
"11,DC,DISTRICT OF COLUMBIA,41,49,1719"
"38,ND,NORTH DAKOTA,35,60,1059"
"33,NH,NEW HAMPSHIRE,32,69,2243"
"10,DE,DELAWARE,31,50,986"
"23,ME,MAINE,30,50,810"
"44,RI,RHODE ISLAND,20,33,558"
"50,VT,VERMONT,11,24,229"
"50,,,,,"
