"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 26-MICHIGAN,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MI,MI Total Mig - US & For,83489,152317,3917677"
"97,MI,MI Total Mig - US,81374,148535,3821435"
"98,MI,MI Total Mig - Foreign,2115,3782,96242"
"26,MI,MI Non-Migrants,3613338,7952447,198712968"
"12,FL,FLORIDA,11400,19895,622711"
"17,IL,ILLINOIS,6371,10292,334969"
"39,OH,OHIO,5563,10502,259158"
"06,CA,CALIFORNIA,5443,8834,283869"
"18,IN,INDIANA,4614,9138,186969"
"48,TX,TEXAS,4446,9250,205273"
"04,AZ,ARIZONA,3468,6199,161119"
"13,GA,GEORGIA,3072,6027,127895"
"37,NC,NORTH CAROLINA,2909,5477,133650"
"47,TN,TENNESSEE,2827,5793,117694"
"36,NY,NEW YORK,2600,4288,123771"
"55,WI,WISCONSIN,2566,4727,104568"
"51,VA,VIRGINIA,2137,3818,94995"
"57,FR,Foreign,2115,3782,96242"
"08,CO,COLORADO,1847,3023,75995"
"42,PA,PENNSYLVANIA,1490,2765,81297"
"32,NV,NEVADA,1463,2457,62470"
"21,KY,KENTUCKY,1439,2974,58400"
"53,WA,WASHINGTON,1404,2448,67278"
"45,SC,SOUTH CAROLINA,1349,2687,68134"
"29,MO,MISSOURI,1270,2598,57709"
"27,MN,MINNESOTA,1238,2190,61412"
"01,AL,ALABAMA,1153,2513,45426"
"24,MD,MARYLAND,1107,1809,48280"
"25,MA,MASSACHUSETTS,973,1496,49479"
"34,NJ,NEW JERSEY,916,1690,56074"
"41,OR,OREGON,764,1264,29121"
"05,AR,ARKANSAS,596,1257,19521"
"19,IA,IOWA,588,1267,27221"
"28,MS,MISSISSIPPI,538,1156,15982"
"40,OK,OKLAHOMA,513,1057,18413"
"20,KS,KANSAS,471,952,24361"
"09,CT,CONNECTICUT,467,862,33456"
"22,LA,LOUISIANA,464,854,14701"
"35,NM,NEW MEXICO,435,792,20133"
"15,HI,HAWAII,365,572,11816"
"49,UT,UTAH,365,775,17300"
"11,DC,DISTRICT OF COLUMBIA,319,350,10955"
"02,AK,ALASKA,303,510,9305"
"30,MT,MONTANA,296,509,9746"
"31,NE,NEBRASKA,248,540,10239"
"54,WV,WEST VIRGINIA,248,487,10916"
"16,ID,IDAHO,214,443,8079"
"56,WY,WYOMING,173,318,7758"
"33,NH,NEW HAMPSHIRE,167,281,7796"
"46,SD,SOUTH DAKOTA,150,297,6617"
"23,ME,MAINE,141,241,-2669"
"38,ND,NORTH DAKOTA,138,257,5550"
"10,DE,DELAWARE,137,266,7397"
"50,VT,VERMONT,106,160,4594"
"44,RI,RHODE ISLAND,103,178,4534"
"44,,,,,"
